decay_routes
"149Ce,B-,100%,1175.2keV,5.3seconds,149Pr,B-,100%,810.7keV,135.6seconds,149Nd,B-,100%,461.9keV,6220.8seconds,149Pm,B-,100%,363.1keV,191088seconds,149Sm,stable"
