decay_routes
"94Rh,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"94Rh,ECP,1.8%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
