decay_routes
"149Tb,EC+B+,83.3%,51.51keV,14824.8seconds,EC+B+ not yet accounted for"
"149Tb,A,16.7%,662.67keV,14824.8seconds,145Eu,EC+B+,100%,12.67keV,512352seconds,EC+B+ not yet accounted for"
