,e-Folding Time (seconds),Average beta-decay energy,Daughter
245Pu,54533.872545602826,25.0,245Am
245Am,10647.08940176055,178.1,245Cm
245Cm,375605942434.4498,5234.6,245Bk
245Bk,617011.8150873919,10.7,245Cf
245Cf,3895.276610400201,5.69,245Es
245Es,96.08348972320496,5.69,245Fm
245Fm,6.059319171733647,5.69,245Md
245Md,0.5482241155378061,5.69,245No
