,e-Folding Time (seconds),Average beta-decay energy,Daughter
160Pr,0.24525815695112377,5.69,160Nd
160Nd,0.6333431229502549,5.69,160Pm
160Pm,1.0459539046444986,5.69,160Sm
160Sm,13.84987239253405,5.69,160Eu
160Eu,61.45880874186984,5.69,160Gd
