,e-Folding Time (seconds),Average beta-decay energy,Daughter
106Zr,0.2582424123191244,5.69,106Nb
106Nb,1.2984255368000668,5.69,106Mo
106Mo,12.594727706960647,5.69,106Tc
106Tc,51.35994345564709,5.69,106Ru
106Ru,46344442.999897435,10.03,106Rh
106Rh,43.38183987953113,150.0,106Pd
