,e-Folding Time (seconds),Average beta-decay energy,Daughter
273Sg,432.80851226668904,5.69,273Bh
273Bh,86.5617024533378,5.69,273Hs
273Hs,0.0865617024533378,5.69,273Mt
273Mt,1.1541560327111706,5.69,273Ds
273Ds,0.0003462468098133512,5.69,273Rg
273Rg,0.002885390081777927,5.69,273Cn
