,e-Folding Time (seconds),Average beta-decay energy,Daughter
75Fe,0.012984255368000668,5.69,75Co
75Co,0.038231418583557525,5.69,75Ni
75Ni,0.4783976755587804,5.69,75Cu
75Cu,1.7658587300480912,5.69,75Zn
75Zn,14.71548941706743,5.69,75Ga
75Ga,181.77957515200941,5.69,75Ge
75Ge,7165.577729087303,181.4,75As
