,e-Folding Time (seconds),Average beta-decay energy,Daughter
157Nd,1.6590992970223077,5.69,157Pm
157Pm,15.234859631787455,5.69,157Sm
157Sm,695.0904707003025,5.69,157Eu
157Eu,78840.39859450006,190.8,157Gd
