,e-Folding Time (seconds),Average beta-decay energy,Daughter
269Db,15581.106441600805,5.69,269Sg
269Sg,432.80851226668904,5.69,269Bh
269Bh,86.5617024533378,5.69,269Hs
269Hs,21.64042561333445,5.69,269Mt
269Mt,0.14426950408889633,5.69,269Ds
269Ds,0.0003318198594044615,5.69,269Rg
