,e-Folding Time (seconds),Average beta-decay energy,Daughter
261Md,3462.4680981335123,5.69,261No
261No,15581.106441600805,5.69,261Lr
261Lr,3375.906395680174,5.69,261Rf
261Rf,3.0296595858668236,5.69,261Db
261Db,6.780666692178127,5.69,261Sg
261Sg,0.26401319248268035,5.69,261Bh
261Bh,0.01846649652337873,5.69,261Hs
