,e-Folding Time (seconds),Average beta-decay energy,Daughter
149Gd,1156741.3422244438,4.69,149Tb
149Tb,21387.665442170706,3967.0,149Dy
149Dy,363.5591503040188,5.69,149Ho
149Ho,30.44086536275713,5.69,149Er
149Er,5.7707801635558535,5.69,149Tm
149Tm,1.2984255368000668,5.69,149Yb
149Yb,1.0098865286222745,5.69,149Lu
