,e-Folding Time (seconds),Average beta-decay energy,Daughter
210Hg,92.33248261689366,5.69,210Tl
210Tl,112.53021318933915,480.0,210Pb
210Pb,1010721445.0963377,4.16,210Bi
210Bi,624740.0438824259,389.0,210Po
210Po,17248409.479703628,5304.33,210At
210At,42068.98739232216,5.69,210Rn
210Rn,12464.885153280644,5.69,210Fr
210Fr,275.26621380161424,5.69,210Ra
210Ra,5.7707801635558535,5.69,210Ac
210Ac,0.5049432643111372,5.69,210Th
210Th,0.023083120654223417,5.69,210Pa
