,e-Folding Time (seconds),Average beta-decay energy,Daughter
121Ag,1.1209740467707245,5.69,121Cd
121Cd,19.476383052001008,5.69,121In
121In,33.32625544453506,5.69,121Sn
121Sn,140385.76903882326,121.5,121Sb
