,e-Folding Time (seconds),Average beta-decay energy,Daughter
157Lu,11.108751814845016,5.69,157Hf
157Hf,0.1659099297022308,5.69,157Ta
157Ta,0.014571219912978528,5.69,157W
157W,0.39674113624446483,5.69,157Re
