,e-Folding Time (seconds),Average beta-decay energy,Daughter
103Sr,0.07646283716711505,5.69,103Y
103Y,0.34480411477246226,5.69,103Zr
103Zr,1.9909191564267694,5.69,103Nb
103Nb,1.9332113547912109,5.69,103Mo
103Mo,97.38191526000503,5.69,103Tc
103Tc,78.19407121618183,5.69,103Ru
103Ru,4891844.178404988,30.2,103Rh
