,e-Folding Time (seconds),Average beta-decay energy,Daughter
118Sb,311.62212883201613,146.8,118Te
118Te,747893.1091968387,3.07,118I
118I,1185.8953236107282,5.69,118Xe
118Xe,328.93446932268364,5.69,118Cs
118Cs,20.19773057244549,5.69,118Ba
118Ba,7.50201421262261,5.69,118La
118La,0.28853900817779266,5.69,118Ce
