,e-Folding Time (seconds),Average beta-decay energy,Daughter
201Os,4.32808512266689,5.69,201Ir
201Ir,30.296595858668226,5.69,201Pt
201Pt,216.40425613334452,5.69,201Au
201Au,2250.604263786783,23.0,201Hg
