,e-Folding Time (seconds),Average beta-decay energy,Daughter
149La,1.5451263887920799,5.69,149Ce
149Ce,7.126913501991479,5.69,149Pr
149Pr,195.62944754454338,5.69,149Nd
149Nd,8974.717310362063,52.0,149Pm
149Pm,275681.7099733903,51.5,149Sm
