,e-Folding Time (seconds),Average beta-decay energy,Daughter
202At,265.45588752356934,5.69,202Rn
202Rn,13.994141896622944,5.69,202Fr
202Fr,0.5366825552106943,5.69,202Ra
202Ra,0.005915049667644748,5.69,202Ac
