,e-Folding Time (seconds),Average beta-decay energy,Daughter
87Nb,320.2782990773499,5.69,87Mo
87Mo,20.34200007653438,5.69,87Tc
87Tc,3.0873673875023813,5.69,87Ru
87Ru,0.07213475204444816,5.69,87Rh
