,e-Folding Time (seconds),Average beta-decay energy,Daughter
167Eu,1.9187844043823212,5.69,167Gd
167Gd,6.059319171733647,5.69,167Tb
167Tb,27.266936272801406,5.69,167Dy
167Dy,536.6825552106942,5.69,167Ho
167Ho,16100.476656320834,73.0,167Er
