,e-Folding Time (seconds),Average beta-decay energy,Daughter
92Se,0.12984255368000672,5.69,92Br
92Br,0.4530062428391344,5.69,92Kr
92Kr,2.654558875235693,5.69,92Rb
92Rb,6.463273783182558,5.69,92Sr
92Sr,13560.7563063399,159.0,92Y
92Y,18385.70560108895,68.0,92Zr
