,e-Folding Time (seconds),Average beta-decay energy,Daughter
108In,5020.578742293594,5.69,108Sn
108Sn,891.5855352693793,5.69,108Sb
108Sb,10.67594330257833,5.69,108Te
108Te,3.0296595858668236,5.69,108I
108I,0.03808714907946863,5.69,108Xe
108Xe,0.00010387404294400537,5.69,108Cs
