,e-Folding Time (seconds),Average beta-decay energy,Daughter
82Sr,3159848.3863566434,1.68,82Y
82Y,11.974368839378398,5.69,82Zr
82Zr,46.16624130844683,5.69,82Nb
82Nb,0.07357744708533714,5.69,82Mo
82Mo,0.043280851226668894,5.69,82Tc
