,e-Folding Time (seconds),Average beta-decay energy,Daughter
84Ge,1.3720029838854042,5.69,84As
84As,4.558916329209125,5.69,84Se
84Se,282.19114999788127,5.69,84Br
84Br,2749.199669918009,145.0,84Kr
