,e-Folding Time (seconds),Average beta-decay energy,Daughter
137Te,3.592310651813518,5.69,137I
137I,34.81223133665068,5.69,137Xe
137Xe,330.49257996684366,5.69,137Cs
137Cs,1367660910.3916209,174.32,137Ba
