,e-Folding Time (seconds),Average beta-decay energy,Daughter
255Es,4961024.291005696,5.69,255Fm
255Fm,104237.6020943094,6546.0,255Md
255Md,2337.1659662401207,5.69,255No
255No,304.69719263574905,5.69,255Lr
255Lr,44.86781577164676,5.69,255Rf
255Rf,2.35159291664901,5.69,255Db
255Db,0.07790553220800402,5.69,255Sg
