,e-Folding Time (seconds),Average beta-decay energy,Daughter
119Tc,0.031739290899557196,5.69,119Ru
119Ru,0.10026730534178295,5.69,119Rh
119Rh,0.2741120577689031,5.69,119Pd
119Pd,1.327279437617846,5.69,119Ag
119Ag,8.65617024533378,5.69,119Cd
119Cd,232.85097959947868,5.69,119In
119In,207.7480858880107,516.0,119Sn
