,e-Folding Time (seconds),Average beta-decay energy,Daughter
44Sc,20993.463449198203,632.6,44Ti
44Ti,2690704387.621331,0.37,44V
44V,0.16013914953867492,5.69,44Cr
44Cr,0.06174734775004762,5.69,44Mn
