,e-Folding Time (seconds),Average beta-decay energy,Daughter
259Fm,2.164042561333445,5.69,259Md
259Md,8309.92343552043,5.69,259No
259No,5020.578742293594,5.69,259Lr
259Lr,8.944709253511574,5.69,259Rf
259Rf,3.794287957537973,5.69,259Db
259Db,0.7357744708533712,5.69,259Sg
259Sg,0.5799634064373632,5.69,259Bh
