,e-Folding Time (seconds),Average beta-decay energy,Daughter
143Sm,757.4148964667056,5.69,143Eu
143Eu,224.1948093541449,5.69,143Gd
143Gd,56.265106594669554,5.69,143Tb
143Tb,17.31234049066756,5.69,143Dy
143Dy,8.079092228978196,5.69,143Ho
143Ho,0.43280851226668904,5.69,143Er
143Er,0.28853900817779266,5.69,143Tm
