,e-Folding Time (seconds),Average beta-decay energy,Daughter
142Tb,0.8612889394107109,5.69,142Dy
142Dy,3.318198594044615,5.69,142Ho
142Ho,0.5770780163555853,5.69,142Er
142Er,1.4426950408889633e-05,5.69,142Tm
