,e-Folding Time (seconds),Average beta-decay energy,Daughter
239Pa,9348.663864960483,5.69,239U
239U,2029.8719225307716,350.0,239Np
239Np,293672.6942112919,57.0,239Pu
239Pu,1097679911769.0406,5008.13,239Am
239Am,61805.0555516832,1.9269999999999998,239Cm
239Cm,12984.255368000673,5.69,239Bk
239Bk,144.2695040888963,5.69,239Cf
239Cf,40.395461144890966,5.69,239Es
239Es,1.4426950408889634,5.69,239Fm
