FILE CREATED BY  : PROGRAM DPASS - VERSION 2.00
DATABASE VERSION : 21.06
DATE AND TIME    : 09/08/2022 00:28:44
PROJECTILE       : Rn
TARGET           : Tb
TABULATED OUTPUT : STOPPING CROSS SECTION VERSUS ENERGY
DATA TYPE        : RAW (ORIGINAL MESH)
ABSCISSA UNITS   : MeV/u
ORDINATE UNITS   : 10^(-15) eV cm^2


      E/n             S(E/n)

  1.000000E-03     3.115861E+02
  1.149757E-03     3.341580E+02
  1.321941E-03     3.583570E+02
  1.519911E-03     3.843547E+02
  1.747528E-03     4.122866E+02
  2.009233E-03     4.422901E+02
  2.310130E-03     4.745654E+02
  2.656088E-03     5.092604E+02
  3.053856E-03     5.465689E+02
  3.511192E-03     5.867174E+02
  4.037017E-03     6.299184E+02
  4.641589E-03     6.764344E+02
  5.336699E-03     7.265391E+02
  6.135907E-03     7.805249E+02
  7.054802E-03     8.387173E+02
  8.111308E-03     9.014712E+02
  9.326033E-03     9.691652E+02
  1.072267E-02     1.042220E+03
  1.232847E-02     1.121077E+03
  1.417474E-02     1.206193E+03
  1.629751E-02     1.298107E+03
  1.873817E-02     1.397312E+03
  2.154435E-02     1.504375E+03
  2.477076E-02     1.619872E+03
  2.848036E-02     1.744362E+03
  3.274549E-02     1.878450E+03
  3.764936E-02     2.022725E+03
  4.328761E-02     2.177807E+03
  4.977024E-02     2.344352E+03
  5.722368E-02     2.523066E+03
  6.579332E-02     2.714698E+03
  7.564633E-02     2.920017E+03
  8.697490E-02     3.139853E+03
  1.000000E-01     3.375034E+03
  1.149757E-01     3.626697E+03
  1.321941E-01     3.895670E+03
  1.519911E-01     4.182162E+03
  1.747528E-01     4.486186E+03
  2.009233E-01     4.808175E+03
  2.310130E-01     5.149485E+03
  2.656088E-01     5.512537E+03
  3.053856E-01     5.901305E+03
  3.511192E-01     6.320341E+03
  4.037017E-01     6.772511E+03
  4.641589E-01     7.259783E+03
  5.336699E-01     7.782874E+03
  6.135907E-01     8.339655E+03
  7.054802E-01     8.924650E+03
  8.111308E-01     9.532885E+03
  9.326033E-01     1.016112E+04
  1.072267E+00     1.080371E+04
  1.232847E+00     1.144896E+04
  1.417474E+00     1.208334E+04
  1.629751E+00     1.269520E+04
  1.873817E+00     1.327409E+04
  2.154435E+00     1.381013E+04
  2.477076E+00     1.429391E+04
  2.848036E+00     1.471700E+04
  3.274549E+00     1.507231E+04
  3.764936E+00     1.535561E+04
  4.328761E+00     1.556580E+04
  4.977024E+00     1.570418E+04
  5.722368E+00     1.577385E+04
  6.579332E+00     1.577923E+04
  7.564633E+00     1.572475E+04
  8.697490E+00     1.561460E+04
  1.000000E+01     1.545178E+04
  1.149757E+01     1.523908E+04
  1.321941E+01     1.497861E+04
  1.519911E+01     1.467199E+04
  1.747528E+01     1.432166E+04
  2.009233E+01     1.392978E+04
  2.310130E+01     1.349899E+04
  2.656088E+01     1.303230E+04
  3.053856E+01     1.253318E+04
  3.511192E+01     1.200611E+04
  4.037017E+01     1.145563E+04
  4.641589E+01     1.088723E+04
  5.336699E+01     1.030632E+04
  6.135907E+01     9.719438E+03
  7.054802E+01     9.133006E+03
  8.111308E+01     8.553812E+03
  9.326033E+01     7.987847E+03
  1.072267E+02     7.441256E+03
  1.232847E+02     6.919008E+03
  1.417474E+02     6.425438E+03
  1.629751E+02     5.964143E+03
  1.873817E+02     5.537146E+03
  2.154435E+02     5.145882E+03
  2.477076E+02     4.790695E+03
  2.848036E+02     4.471173E+03
  3.274549E+02     4.186500E+03
  3.764936E+02     3.934872E+03
  4.328761E+02     3.714442E+03
  4.977024E+02     3.523110E+03
  5.722368E+02     3.358604E+03
  6.579332E+02     3.218544E+03
  7.564633E+02     3.100424E+03
  8.697490E+02     3.001789E+03
  1.000000E+03     2.919434E+03
