FILE CREATED BY  : PROGRAM DPASS - VERSION 2.00
DATABASE VERSION : 21.06
DATE AND TIME    : 09/08/2022 00:03:04
PROJECTILE       : Au
TARGET           : Po
TABULATED OUTPUT : STOPPING CROSS SECTION VERSUS ENERGY
DATA TYPE        : RAW (ORIGINAL MESH)
ABSCISSA UNITS   : MeV/u
ORDINATE UNITS   : 10^(-15) eV cm^2


      E/n             S(E/n)

  1.000000E-03     3.111191E+02
  1.149757E-03     3.336056E+02
  1.321941E-03     3.577660E+02
  1.519911E-03     3.837365E+02
  1.747528E-03     4.116474E+02
  2.009233E-03     4.416575E+02
  2.310130E-03     4.739395E+02
  2.656088E-03     5.086709E+02
  3.053856E-03     5.460625E+02
  3.511192E-03     5.863315E+02
  4.037017E-03     6.297203E+02
  4.641589E-03     6.764974E+02
  5.336699E-03     7.269563E+02
  6.135907E-03     7.814104E+02
  7.054802E-03     8.402450E+02
  8.111308E-03     9.038233E+02
  9.326033E-03     9.725926E+02
  1.072267E-02     1.047016E+03
  1.232847E-02     1.127618E+03
  1.417474E-02     1.214945E+03
  1.629751E-02     1.309593E+03
  1.873817E-02     1.412210E+03
  2.154435E-02     1.523454E+03
  2.477076E-02     1.644018E+03
  2.848036E-02     1.774588E+03
  3.274549E-02     1.915867E+03
  3.764936E-02     2.068539E+03
  4.328761E-02     2.233246E+03
  4.977024E-02     2.410572E+03
  5.722368E-02     2.601077E+03
  6.579332E-02     2.805200E+03
  7.564633E-02     3.023549E+03
  8.697490E-02     3.257015E+03
  1.000000E-01     3.506476E+03
  1.149757E-01     3.772282E+03
  1.321941E-01     4.054363E+03
  1.519911E-01     4.352723E+03
  1.747528E-01     4.667805E+03
  2.009233E-01     5.000783E+03
  2.310130E-01     5.353907E+03
  2.656088E-01     5.731167E+03
  3.053856E-01     6.138705E+03
  3.511192E-01     6.583398E+03
  4.037017E-01     7.067833E+03
  4.641589E-01     7.590287E+03
  5.336699E-01     8.146477E+03
  6.135907E-01     8.730174E+03
  7.054802E-01     9.335002E+03
  8.111308E-01     9.956354E+03
  9.326033E-01     1.059059E+04
  1.072267E+00     1.123194E+04
  1.232847E+00     1.187471E+04
  1.417474E+00     1.251088E+04
  1.629751E+00     1.312898E+04
  1.873817E+00     1.371659E+04
  2.154435E+00     1.426231E+04
  2.477076E+00     1.475680E+04
  2.848036E+00     1.519415E+04
  3.274549E+00     1.557102E+04
  3.764936E+00     1.588515E+04
  4.328761E+00     1.613422E+04
  4.977024E+00     1.631579E+04
  5.722368E+00     1.642797E+04
  6.579332E+00     1.647026E+04
  7.564633E+00     1.644406E+04
  8.697490E+00     1.635250E+04
  1.000000E+01     1.619947E+04
  1.149757E+01     1.598907E+04
  1.321941E+01     1.572517E+04
  1.519911E+01     1.541109E+04
  1.747528E+01     1.504958E+04
  2.009233E+01     1.464312E+04
  2.310130E+01     1.419408E+04
  2.656088E+01     1.370529E+04
  3.053856E+01     1.318067E+04
  3.511192E+01     1.262483E+04
  4.037017E+01     1.204227E+04
  4.641589E+01     1.143931E+04
  5.336699E+01     1.082234E+04
  6.135907E+01     1.019852E+04
  7.054802E+01     9.574659E+03
  8.111308E+01     8.958653E+03
  9.326033E+01     8.357251E+03
  1.072267E+02     7.776723E+03
  1.232847E+02     7.222902E+03
  1.417474E+02     6.700405E+03
  1.629751E+02     6.212764E+03
  1.873817E+02     5.762286E+03
  2.154435E+02     5.350572E+03
  2.477076E+02     4.977477E+03
  2.848036E+02     4.642644E+03
  3.274549E+02     4.344774E+03
  3.764936E+02     4.082069E+03
  4.328761E+02     3.852458E+03
  4.977024E+02     3.653548E+03
  5.722368E+02     3.482845E+03
  6.579332E+02     3.337737E+03
  7.564633E+02     3.215467E+03
  8.697490E+02     3.113380E+03
  1.000000E+03     3.028167E+03
