FILE CREATED BY  : PROGRAM DPASS - VERSION 2.00
DATABASE VERSION : 21.06
DATE AND TIME    : 09/08/2022 00:36:17
PROJECTILE       : Ra
TARGET           : Tb
TABULATED OUTPUT : STOPPING CROSS SECTION VERSUS ENERGY
DATA TYPE        : RAW (ORIGINAL MESH)
ABSCISSA UNITS   : MeV/u
ORDINATE UNITS   : 10^(-15) eV cm^2


      E/n             S(E/n)

  1.000000E-03     3.170233E+02
  1.149757E-03     3.399275E+02
  1.321941E-03     3.645243E+02
  1.519911E-03     3.909436E+02
  1.747528E-03     4.193263E+02
  2.009233E-03     4.498259E+02
  2.310130E-03     4.826062E+02
  2.656088E-03     5.178497E+02
  3.053856E-03     5.557518E+02
  3.511192E-03     5.965304E+02
  4.037017E-03     6.404163E+02
  4.641589E-03     6.876656E+02
  5.336699E-03     7.385632E+02
  6.135907E-03     7.934068E+02
  7.054802E-03     8.525304E+02
  8.111308E-03     9.162916E+02
  9.326033E-03     9.850464E+02
  1.072267E-02     1.059303E+03
  1.232847E-02     1.139419E+03
  1.417474E-02     1.225920E+03
  1.629751E-02     1.319308E+03
  1.873817E-02     1.420126E+03
  2.154435E-02     1.528910E+03
  2.477076E-02     1.646249E+03
  2.848036E-02     1.772735E+03
  3.274549E-02     1.908949E+03
  3.764936E-02     2.055517E+03
  4.328761E-02     2.213045E+03
  4.977024E-02     2.382202E+03
  5.722368E-02     2.563702E+03
  6.579332E-02     2.758310E+03
  7.564633E-02     2.966838E+03
  8.697490E-02     3.190159E+03
  1.000000E-01     3.429085E+03
  1.149757E-01     3.684752E+03
  1.321941E-01     3.958197E+03
  1.519911E-01     4.250640E+03
  1.747528E-01     4.561058E+03
  2.009233E-01     4.889332E+03
  2.310130E-01     5.236598E+03
  2.656088E-01     5.604968E+03
  3.053856E-01     5.997926E+03
  3.511192E-01     6.421905E+03
  4.037017E-01     6.880635E+03
  4.641589E-01     7.375631E+03
  5.336699E-01     7.907856E+03
  6.135907E-01     8.474449E+03
  7.054802E-01     9.070076E+03
  8.111308E-01     9.688357E+03
  9.326033E-01     1.033061E+04
  1.072267E+00     1.099146E+04
  1.232847E+00     1.165624E+04
  1.417474E+00     1.231044E+04
  1.629751E+00     1.294160E+04
  1.873817E+00     1.353916E+04
  2.154435E+00     1.409322E+04
  2.477076E+00     1.459432E+04
  2.848036E+00     1.503391E+04
  3.274549E+00     1.540485E+04
  3.764936E+00     1.570189E+04
  4.328761E+00     1.592380E+04
  4.977024E+00     1.607204E+04
  5.722368E+00     1.614966E+04
  6.579332E+00     1.616137E+04
  7.564633E+00     1.611161E+04
  8.697490E+00     1.600447E+04
  1.000000E+01     1.584330E+04
  1.149757E+01     1.563079E+04
  1.321941E+01     1.536929E+04
  1.519911E+01     1.506053E+04
  1.747528E+01     1.470692E+04
  2.009233E+01     1.431063E+04
  2.310130E+01     1.387461E+04
  2.656088E+01     1.340225E+04
  3.053856E+01     1.289674E+04
  3.511192E+01     1.236241E+04
  4.037017E+01     1.180393E+04
  4.641589E+01     1.122684E+04
  5.336699E+01     1.063677E+04
  6.135907E+01     1.004034E+04
  7.054802E+01     9.443698E+03
  8.111308E+01     8.853550E+03
  9.326033E+01     8.276553E+03
  1.072267E+02     7.718561E+03
  1.232847E+02     7.184766E+03
  1.417474E+02     6.679566E+03
  1.629751E+02     6.206729E+03
  1.873817E+02     5.768516E+03
  2.154435E+02     5.366300E+03
  2.477076E+02     5.000692E+03
  2.848036E+02     4.671450E+03
  3.274549E+02     4.377551E+03
  3.764936E+02     4.117505E+03
  4.328761E+02     3.889473E+03
  4.977024E+02     3.691345E+03
  5.722368E+02     3.520870E+03
  6.579332E+02     3.375595E+03
  7.564633E+02     3.252943E+03
  8.697490E+02     3.150484E+03
  1.000000E+03     3.064898E+03
