FILE CREATED BY  : PROGRAM DPASS - VERSION 2.00
DATABASE VERSION : 21.06
DATE AND TIME    : 09/08/2022 00:01:05
PROJECTILE       : Au
TARGET           : Kr
TABULATED OUTPUT : STOPPING CROSS SECTION VERSUS ENERGY
DATA TYPE        : RAW (ORIGINAL MESH)
ABSCISSA UNITS   : MeV/u
ORDINATE UNITS   : 10^(-15) eV cm^2


      E/n             S(E/n)

  1.000000E-03     1.910014E+02
  1.149757E-03     2.047658E+02
  1.321941E-03     2.195346E+02
  1.519911E-03     2.353809E+02
  1.747528E-03     2.523854E+02
  2.009233E-03     2.706342E+02
  2.310130E-03     2.902235E+02
  2.656088E-03     3.112383E+02
  3.053856E-03     3.338366E+02
  3.511192E-03     3.580921E+02
  4.037017E-03     3.841631E+02
  4.641589E-03     4.121579E+02
  5.336699E-03     4.422689E+02
  6.135907E-03     4.746663E+02
  7.054802E-03     5.095078E+02
  8.111308E-03     5.470269E+02
  9.326033E-03     5.874545E+02
  1.072267E-02     6.310323E+02
  1.232847E-02     6.780362E+02
  1.417474E-02     7.287821E+02
  1.629751E-02     7.835881E+02
  1.873817E-02     8.428680E+02
  2.154435E-02     9.069950E+02
  2.477076E-02     9.764308E+02
  2.848036E-02     1.051664E+03
  3.274549E-02     1.133229E+03
  3.764936E-02     1.221693E+03
  4.328761E-02     1.317659E+03
  4.977024E-02     1.421760E+03
  5.722368E-02     1.534638E+03
  6.579332E-02     1.656929E+03
  7.564633E-02     1.789257E+03
  8.697490E-02     1.932163E+03
  1.000000E-01     2.086134E+03
  1.149757E-01     2.251533E+03
  1.321941E-01     2.428608E+03
  1.519911E-01     2.617552E+03
  1.747528E-01     2.818667E+03
  2.009233E-01     3.032618E+03
  2.310130E-01     3.260551E+03
  2.656088E-01     3.503936E+03
  3.053856E-01     3.764679E+03
  3.511192E-01     4.045766E+03
  4.037017E-01     4.351578E+03
  4.641589E-01     4.684714E+03
  5.336699E-01     5.043002E+03
  6.135907E-01     5.420233E+03
  7.054802E-01     5.808360E+03
  8.111308E-01     6.198893E+03
  9.326033E-01     6.584415E+03
  1.072267E+00     6.959154E+03
  1.232847E+00     7.319012E+03
  1.417474E+00     7.661116E+03
  1.629751E+00     7.983019E+03
  1.873817E+00     8.281842E+03
  2.154435E+00     8.554026E+03
  2.477076E+00     8.795354E+03
  2.848036E+00     9.001733E+03
  3.274549E+00     9.170149E+03
  3.764936E+00     9.299043E+03
  4.328761E+00     9.388441E+03
  4.977024E+00     9.439595E+03
  5.722368E+00     9.454330E+03
  6.579332E+00     9.434637E+03
  7.564633E+00     9.382243E+03
  8.697490E+00     9.298430E+03
  1.000000E+01     9.184175E+03
  1.149757E+01     9.040039E+03
  1.321941E+01     8.866446E+03
  1.519911E+01     8.663921E+03
  1.747528E+01     8.433209E+03
  2.009233E+01     8.175358E+03
  2.310130E+01     7.892010E+03
  2.656088E+01     7.585054E+03
  3.053856E+01     7.257445E+03
  3.511192E+01     6.912116E+03
  4.037017E+01     6.552624E+03
  4.641589E+01     6.183797E+03
  5.336699E+01     5.809352E+03
  6.135907E+01     5.434234E+03
  7.054802E+01     5.062864E+03
  8.111308E+01     4.699985E+03
  9.326033E+01     4.349322E+03
  1.072267E+02     4.014789E+03
  1.232847E+02     3.699012E+03
  1.417474E+02     3.404403E+03
  1.629751E+02     3.132500E+03
  1.873817E+02     2.883967E+03
  2.154435E+02     2.658995E+03
  2.477076E+02     2.457224E+03
  2.848036E+02     2.277693E+03
  3.274549E+02     2.119243E+03
  3.764936E+02     1.980549E+03
  4.328761E+02     1.860052E+03
  4.977024E+02     1.756213E+03
  5.722368E+02     1.667522E+03
  6.579332E+02     1.592430E+03
  7.564633E+02     1.529429E+03
  8.697490E+02     1.477222E+03
  1.000000E+03     1.433956E+03
