FILE CREATED BY  : PROGRAM DPASS - VERSION 2.00
DATABASE VERSION : 21.06
DATE AND TIME    : 08/08/2022 21:29:30
PROJECTILE       : Y 
TARGET           : Cu
TABULATED OUTPUT : STOPPING CROSS SECTION VERSUS ENERGY
DATA TYPE        : RAW (ORIGINAL MESH)
ABSCISSA UNITS   : MeV/u
ORDINATE UNITS   : 10^(-15) eV cm^2


      E/n             S(E/n)

  1.000000E-03     1.212906E+02
  1.149757E-03     1.300096E+02
  1.321941E-03     1.393614E+02
  1.519911E-03     1.493884E+02
  1.747528E-03     1.601377E+02
  2.009233E-03     1.716732E+02
  2.310130E-03     1.840416E+02
  2.656088E-03     1.973093E+02
  3.053856E-03     2.115445E+02
  3.511192E-03     2.268194E+02
  4.037017E-03     2.432136E+02
  4.641589E-03     2.608127E+02
  5.336699E-03     2.797103E+02
  6.135907E-03     3.000074E+02
  7.054802E-03     3.218140E+02
  8.111308E-03     3.452437E+02
  9.326033E-03     3.704265E+02
  1.072267E-02     3.974987E+02
  1.232847E-02     4.266009E+02
  1.417474E-02     4.578821E+02
  1.629751E-02     4.915146E+02
  1.873817E-02     5.276486E+02
  2.154435E-02     5.664648E+02
  2.477076E-02     6.081383E+02
  2.848036E-02     6.528710E+02
  3.274549E-02     7.008319E+02
  3.764936E-02     7.521580E+02
  4.328761E-02     8.069620E+02
  4.977024E-02     8.653699E+02
  5.722368E-02     9.275501E+02
  6.579332E-02     9.937294E+02
  7.564633E-02     1.064201E+03
  8.697490E-02     1.139339E+03
  1.000000E-01     1.219580E+03
  1.149757E-01     1.305412E+03
  1.321941E-01     1.397351E+03
  1.519911E-01     1.495917E+03
  1.747528E-01     1.601661E+03
  2.009233E-01     1.714768E+03
  2.310130E-01     1.834741E+03
  2.656088E-01     1.961108E+03
  3.053856E-01     2.095109E+03
  3.511192E-01     2.237433E+03
  4.037017E-01     2.386214E+03
  4.641589E-01     2.538879E+03
  5.336699E-01     2.692596E+03
  6.135907E-01     2.844077E+03
  7.054802E-01     2.989977E+03
  8.111308E-01     3.127189E+03
  9.326033E-01     3.252830E+03
  1.072267E+00     3.364327E+03
  1.232847E+00     3.459398E+03
  1.417474E+00     3.536407E+03
  1.629751E+00     3.594510E+03
  1.873817E+00     3.633619E+03
  2.154435E+00     3.654363E+03
  2.477076E+00     3.657803E+03
  2.848036E+00     3.645153E+03
  3.274549E+00     3.617629E+03
  3.764936E+00     3.576392E+03
  4.328761E+00     3.522348E+03
  4.977024E+00     3.456123E+03
  5.722368E+00     3.378217E+03
  6.579332E+00     3.289093E+03
  7.564633E+00     3.189085E+03
  8.697490E+00     3.078853E+03
  1.000000E+01     2.959088E+03
  1.149757E+01     2.830462E+03
  1.321941E+01     2.694232E+03
  1.519911E+01     2.551647E+03
  1.747528E+01     2.404256E+03
  2.009233E+01     2.253723E+03
  2.310130E+01     2.101841E+03
  2.656088E+01     1.950381E+03
  3.053856E+01     1.801095E+03
  3.511192E+01     1.655727E+03
  4.037017E+01     1.515758E+03
  4.641589E+01     1.382567E+03
  5.336699E+01     1.257180E+03
  6.135907E+01     1.140410E+03
  7.054802E+01     1.032682E+03
  8.111308E+01     9.343144E+02
  9.326033E+01     8.451649E+02
  1.072267E+02     7.650401E+02
  1.232847E+02     6.934679E+02
  1.417474E+02     6.298953E+02
  1.629751E+02     5.737113E+02
  1.873817E+02     5.242404E+02
  2.154435E+02     4.808271E+02
  2.477076E+02     4.428500E+02
  2.848036E+02     4.097289E+02
  3.274549E+02     3.809317E+02
  3.764936E+02     3.559881E+02
  4.328761E+02     3.344799E+02
  4.977024E+02     3.160360E+02
  5.722368E+02     3.003330E+02
  6.579332E+02     2.870791E+02
  7.564633E+02     2.760035E+02
  8.697490E+02     2.668544E+02
  1.000000E+03     2.592943E+02
