FILE CREATED BY  : PROGRAM DPASS - VERSION 2.00
DATABASE VERSION : 21.06
DATE AND TIME    : 08/08/2022 20:13:16
PROJECTILE       : K 
TARGET           : Ca
TABULATED OUTPUT : STOPPING CROSS SECTION VERSUS ENERGY
DATA TYPE        : RAW (ORIGINAL MESH)
ABSCISSA UNITS   : MeV/u
ORDINATE UNITS   : 10^(-15) eV cm^2


      E/n             S(E/n)

  1.000000E-03     6.643262E+01
  1.149757E-03     7.126636E+01
  1.321941E-03     7.646349E+01
  1.519911E-03     8.205129E+01
  1.747528E-03     8.806276E+01
  2.009233E-03     9.453368E+01
  2.310130E-03     1.015024E+02
  2.656088E-03     1.090135E+02
  3.053856E-03     1.171107E+02
  3.511192E-03     1.258499E+02
  4.037017E-03     1.352869E+02
  4.641589E-03     1.454856E+02
  5.336699E-03     1.565144E+02
  6.135907E-03     1.684434E+02
  7.054802E-03     1.813579E+02
  8.111308E-03     1.953569E+02
  9.326033E-03     2.105305E+02
  1.072267E-02     2.269513E+02
  1.232847E-02     2.446776E+02
  1.417474E-02     2.637638E+02
  1.629751E-02     2.842710E+02
  1.873817E-02     3.062751E+02
  2.154435E-02     3.298720E+02
  2.477076E-02     3.551790E+02
  2.848036E-02     3.823333E+02
  3.274549E-02     4.114990E+02
  3.764936E-02     4.428636E+02
  4.328761E-02     4.766364E+02
  4.977024E-02     5.130383E+02
  5.722368E-02     5.522878E+02
  6.579332E-02     5.945763E+02
  7.564633E-02     6.400429E+02
  8.697490E-02     6.887451E+02
  1.000000E-01     7.403221E+02
  1.149757E-01     7.941809E+02
  1.321941E-01     8.497054E+02
  1.519911E-01     9.062761E+02
  1.747528E-01     9.636638E+02
  2.009233E-01     1.021843E+03
  2.310130E-01     1.079991E+03
  2.656088E-01     1.136515E+03
  3.053856E-01     1.189799E+03
  3.511192E-01     1.238302E+03
  4.037017E-01     1.280689E+03
  4.641589E-01     1.316012E+03
  5.336699E-01     1.343809E+03
  6.135907E-01     1.363998E+03
  7.054802E-01     1.376909E+03
  8.111308E-01     1.383077E+03
  9.326033E-01     1.383107E+03
  1.072267E+00     1.377553E+03
  1.232847E+00     1.366843E+03
  1.417474E+00     1.351297E+03
  1.629751E+00     1.331123E+03
  1.873817E+00     1.306467E+03
  2.154435E+00     1.277448E+03
  2.477076E+00     1.244166E+03
  2.848036E+00     1.206776E+03
  3.274549E+00     1.165488E+03
  3.764936E+00     1.120570E+03
  4.328761E+00     1.072338E+03
  4.977024E+00     1.021258E+03
  5.722368E+00     9.677260E+02
  6.579332E+00     9.122858E+02
  7.564633E+00     8.554843E+02
  8.697490E+00     7.979527E+02
  1.000000E+01     7.403460E+02
  1.149757E+01     6.833041E+02
  1.321941E+01     6.274239E+02
  1.519911E+01     5.733296E+02
  1.747528E+01     5.215531E+02
  2.009233E+01     4.725337E+02
  2.310130E+01     4.266217E+02
  2.656088E+01     3.840644E+02
  3.053856E+01     3.449829E+02
  3.511192E+01     3.093935E+02
  4.037017E+01     2.772444E+02
  4.641589E+01     2.483891E+02
  5.336699E+01     2.226178E+02
  6.135907E+01     1.997102E+02
  7.054802E+01     1.793974E+02
  8.111308E+01     1.614308E+02
  9.326033E+01     1.455523E+02
  1.072267E+02     1.315353E+02
  1.232847E+02     1.191645E+02
  1.417474E+02     1.082509E+02
  1.629751E+02     9.863018E+01
  1.873817E+02     9.015537E+01
  2.154435E+02     8.269994E+01
  2.477076E+02     7.615374E+01
  2.848036E+02     7.042029E+01
  3.274549E+02     6.541418E+01
  3.764936E+02     6.106082E+01
  4.328761E+02     5.729342E+01
  4.977024E+02     5.405308E+01
  5.722368E+02     5.128678E+01
  6.579332E+02     4.894632E+01
  7.564633E+02     4.698604E+01
  8.697490E+02     4.536616E+01
  1.000000E+03     4.402823E+01
