FILE CREATED BY  : PROGRAM DPASS - VERSION 2.00
DATABASE VERSION : 21.06
DATE AND TIME    : 08/08/2022 22:49:14
PROJECTILE       : Nd
TARGET           : Rb
TABULATED OUTPUT : STOPPING CROSS SECTION VERSUS ENERGY
DATA TYPE        : RAW (ORIGINAL MESH)
ABSCISSA UNITS   : MeV/u
ORDINATE UNITS   : 10^(-15) eV cm^2


      E/n             S(E/n)

  1.000000E-03     1.730643E+02
  1.149757E-03     1.858228E+02
  1.321941E-03     1.995663E+02
  1.519911E-03     2.143775E+02
  1.747528E-03     2.303478E+02
  2.009233E-03     2.475751E+02
  2.310130E-03     2.661664E+02
  2.656088E-03     2.862399E+02
  3.053856E-03     3.079225E+02
  3.511192E-03     3.313496E+02
  4.037017E-03     3.566705E+02
  4.641589E-03     3.840395E+02
  5.336699E-03     4.136210E+02
  6.135907E-03     4.455858E+02
  7.054802E-03     4.801138E+02
  8.111308E-03     5.173885E+02
  9.326033E-03     5.575898E+02
  1.072267E-02     6.009027E+02
  1.232847E-02     6.475034E+02
  1.417474E-02     6.975837E+02
  1.629751E-02     7.513575E+02
  1.873817E-02     8.090543E+02
  2.154435E-02     8.709306E+02
  2.477076E-02     9.372719E+02
  2.848036E-02     1.008393E+03
  3.274549E-02     1.084640E+03
  3.764936E-02     1.166385E+03
  4.328761E-02     1.254027E+03
  4.977024E-02     1.347996E+03
  5.722368E-02     1.448732E+03
  6.579332E-02     1.556685E+03
  7.564633E-02     1.672405E+03
  8.697490E-02     1.796490E+03
  1.000000E-01     1.929012E+03
  1.149757E-01     2.069790E+03
  1.321941E-01     2.218945E+03
  1.519911E-01     2.377432E+03
  1.747528E-01     2.547506E+03
  2.009233E-01     2.731091E+03
  2.310130E-01     2.929135E+03
  2.656088E-01     3.142336E+03
  3.053856E-01     3.371552E+03
  3.511192E-01     3.616648E+03
  4.037017E-01     3.878760E+03
  4.641589E-01     4.158720E+03
  5.336699E-01     4.452040E+03
  6.135907E-01     4.750629E+03
  7.054802E-01     5.046716E+03
  8.111308E-01     5.333622E+03
  9.326033E-01     5.606536E+03
  1.072267E+00     5.862559E+03
  1.232847E+00     6.100016E+03
  1.417474E+00     6.317563E+03
  1.629751E+00     6.513520E+03
  1.873817E+00     6.685818E+03
  2.154435E+00     6.832161E+03
  2.477076E+00     6.950538E+03
  2.848036E+00     7.039609E+03
  3.274549E+00     7.098920E+03
  3.764936E+00     7.128787E+03
  4.328761E+00     7.130538E+03
  4.977024E+00     7.105247E+03
  5.722368E+00     7.054395E+03
  6.579332E+00     6.979278E+03
  7.564633E+00     6.880494E+03
  8.697490E+00     6.758958E+03
  1.000000E+01     6.615254E+03
  1.149757E+01     6.449896E+03
  1.321941E+01     6.263739E+03
  1.519911E+01     6.057547E+03
  1.747528E+01     5.832571E+03
  2.009233E+01     5.590416E+03
  2.310130E+01     5.333167E+03
  2.656088E+01     5.063392E+03
  3.053856E+01     4.783737E+03
  3.511192E+01     4.497748E+03
  4.037017E+01     4.208376E+03
  4.641589E+01     3.919381E+03
  5.336699E+01     3.634111E+03
  6.135907E+01     3.356042E+03
  7.054802E+01     3.088075E+03
  8.111308E+01     2.832931E+03
  9.326033E+01     2.592184E+03
  1.072267E+02     2.368882E+03
  1.232847E+02     2.162679E+03
  1.417474E+02     1.974430E+03
  1.629751E+02     1.804215E+03
  1.873817E+02     1.651525E+03
  2.154435E+02     1.515520E+03
  2.477076E+02     1.395409E+03
  2.848036E+02     1.289942E+03
  3.274549E+02     1.197851E+03
  3.764936E+02     1.117939E+03
  4.328761E+02     1.049039E+03
  4.977024E+02     9.900265E+02
  5.722368E+02     9.398581E+02
  6.579332E+02     8.975684E+02
  7.564633E+02     8.622401E+02
  8.697490E+02     8.330388E+02
  1.000000E+03     8.088944E+02
