FILE CREATED BY  : PROGRAM DPASS - VERSION 2.00
DATABASE VERSION : 21.06
DATE AND TIME    : 08/08/2022 21:36:54
PROJECTILE       : Nb
TARGET           : Mn
TABULATED OUTPUT : STOPPING CROSS SECTION VERSUS ENERGY
DATA TYPE        : RAW (ORIGINAL MESH)
ABSCISSA UNITS   : MeV/u
ORDINATE UNITS   : 10^(-15) eV cm^2


      E/n             S(E/n)

  1.000000E-03     1.120494E+02
  1.149757E-03     1.201224E+02
  1.321941E-03     1.287836E+02
  1.519911E-03     1.380735E+02
  1.747528E-03     1.480408E+02
  2.009233E-03     1.587368E+02
  2.310130E-03     1.702143E+02
  2.656088E-03     1.825337E+02
  3.053856E-03     1.957602E+02
  3.511192E-03     2.099627E+02
  4.037017E-03     2.252148E+02
  4.641589E-03     2.416043E+02
  5.336699E-03     2.592222E+02
  6.135907E-03     2.781652E+02
  7.054802E-03     2.985495E+02
  8.111308E-03     3.204864E+02
  9.326033E-03     3.441066E+02
  1.072267E-02     3.695524E+02
  1.232847E-02     3.969764E+02
  1.417474E-02     4.265400E+02
  1.629751E-02     4.584224E+02
  1.873817E-02     4.928055E+02
  2.154435E-02     5.299060E+02
  2.477076E-02     5.699530E+02
  2.848036E-02     6.131826E+02
  3.274549E-02     6.597748E+02
  3.764936E-02     7.098837E+02
  4.328761E-02     7.636539E+02
  4.977024E-02     8.212495E+02
  5.722368E-02     8.828781E+02
  6.579332E-02     9.488083E+02
  7.564633E-02     1.019375E+03
  8.697490E-02     1.095000E+03
  1.000000E-01     1.176196E+03
  1.149757E-01     1.263563E+03
  1.321941E-01     1.357763E+03
  1.519911E-01     1.459487E+03
  1.747528E-01     1.569301E+03
  2.009233E-01     1.687574E+03
  2.310130E-01     1.814677E+03
  2.656088E-01     1.950476E+03
  3.053856E-01     2.093865E+03
  3.511192E-01     2.242962E+03
  4.037017E-01     2.395659E+03
  4.641589E-01     2.549867E+03
  5.336699E-01     2.702849E+03
  6.135907E-01     2.851355E+03
  7.054802E-01     2.991799E+03
  8.111308E-01     3.120669E+03
  9.326033E-01     3.235036E+03
  1.072267E+00     3.332827E+03
  1.232847E+00     3.412965E+03
  1.417474E+00     3.475313E+03
  1.629751E+00     3.520422E+03
  1.873817E+00     3.549191E+03
  2.154435E+00     3.562740E+03
  2.477076E+00     3.562090E+03
  2.848036E+00     3.548098E+03
  3.274549E+00     3.521474E+03
  3.764936E+00     3.482704E+03
  4.328761E+00     3.432147E+03
  4.977024E+00     3.370023E+03
  5.722368E+00     3.296645E+03
  6.579332E+00     3.212280E+03
  7.564633E+00     3.117200E+03
  8.697490E+00     3.011966E+03
  1.000000E+01     2.897325E+03
  1.149757E+01     2.773982E+03
  1.321941E+01     2.643156E+03
  1.519911E+01     2.506226E+03
  1.747528E+01     2.364239E+03
  2.009233E+01     2.218812E+03
  2.310130E+01     2.071579E+03
  2.656088E+01     1.924321E+03
  3.053856E+01     1.778727E+03
  3.511192E+01     1.636513E+03
  4.037017E+01     1.499087E+03
  4.641589E+01     1.367919E+03
  5.336699E+01     1.244206E+03
  6.135907E+01     1.128707E+03
  7.054802E+01     1.021527E+03
  8.111308E+01     9.236724E+02
  9.326033E+01     8.349177E+02
  1.072267E+02     7.550699E+02
  1.232847E+02     6.837290E+02
  1.417474E+02     6.203469E+02
  1.629751E+02     5.643597E+02
  1.873817E+02     5.151028E+02
  2.154435E+02     4.719269E+02
  2.477076E+02     4.342054E+02
  2.848036E+02     4.013496E+02
  3.274549E+02     3.728217E+02
  3.764936E+02     3.481402E+02
  4.328761E+02     3.268793E+02
  4.977024E+02     3.086649E+02
  5.722368E+02     2.931661E+02
  6.579332E+02     2.800884E+02
  7.564633E+02     2.691601E+02
  8.697490E+02     2.601403E+02
  1.000000E+03     2.526952E+02
