FILE CREATED BY  : PROGRAM DPASS - VERSION 2.00
DATABASE VERSION : 21.06
DATE AND TIME    : 08/08/2022 20:37:18
PROJECTILE       : Mn
TARGET           : In
TABULATED OUTPUT : STOPPING CROSS SECTION VERSUS ENERGY
DATA TYPE        : RAW (ORIGINAL MESH)
ABSCISSA UNITS   : MeV/u
ORDINATE UNITS   : 10^(-15) eV cm^2


      E/n             S(E/n)

  1.000000E-03     1.203902E+02
  1.149757E-03     1.291197E+02
  1.321941E-03     1.384965E+02
  1.519911E-03     1.485657E+02
  1.747528E-03     1.593866E+02
  2.009233E-03     1.710174E+02
  2.310130E-03     1.835170E+02
  2.656088E-03     1.969614E+02
  3.053856E-03     2.114260E+02
  3.511192E-03     2.269954E+02
  4.037017E-03     2.437602E+02
  4.641589E-03     2.618226E+02
  5.336699E-03     2.812904E+02
  6.135907E-03     3.022840E+02
  7.054802E-03     3.249314E+02
  8.111308E-03     3.493758E+02
  9.326033E-03     3.757636E+02
  1.072267E-02     4.042551E+02
  1.232847E-02     4.350142E+02
  1.417474E-02     4.682288E+02
  1.629751E-02     5.040826E+02
  1.873817E-02     5.427386E+02
  2.154435E-02     5.843334E+02
  2.477076E-02     6.289851E+02
  2.848036E-02     6.768159E+02
  3.274549E-02     7.279508E+02
  3.764936E-02     7.825331E+02
  4.328761E-02     8.407134E+02
  4.977024E-02     9.026747E+02
  5.722368E-02     9.686576E+02
  6.579332E-02     1.039036E+03
  7.564633E-02     1.114382E+03
  8.697490E-02     1.195439E+03
  1.000000E-01     1.282934E+03
  1.149757E-01     1.376999E+03
  1.321941E-01     1.477055E+03
  1.519911E-01     1.582099E+03
  1.747528E-01     1.691031E+03
  2.009233E-01     1.802903E+03
  2.310130E-01     1.916987E+03
  2.656088E-01     2.032715E+03
  3.053856E-01     2.149534E+03
  3.511192E-01     2.266767E+03
  4.037017E-01     2.383487E+03
  4.641589E-01     2.498093E+03
  5.336699E-01     2.608526E+03
  6.135907E-01     2.713852E+03
  7.054802E-01     2.812423E+03
  8.111308E-01     2.900698E+03
  9.326033E-01     2.975822E+03
  1.072267E+00     3.035826E+03
  1.232847E+00     3.079557E+03
  1.417474E+00     3.106746E+03
  1.629751E+00     3.117954E+03
  1.873817E+00     3.113398E+03
  2.154435E+00     3.094810E+03
  2.477076E+00     3.063170E+03
  2.848036E+00     3.019432E+03
  3.274549E+00     2.964395E+03
  3.764936E+00     2.898725E+03
  4.328761E+00     2.822943E+03
  4.977024E+00     2.737610E+03
  5.722368E+00     2.643303E+03
  6.579332E+00     2.540816E+03
  7.564633E+00     2.430946E+03
  8.697490E+00     2.314697E+03
  1.000000E+01     2.193180E+03
  1.149757E+01     2.067613E+03
  1.321941E+01     1.939363E+03
  1.519911E+01     1.809810E+03
  1.747528E+01     1.680446E+03
  2.009233E+01     1.552713E+03
  2.310130E+01     1.428009E+03
  2.656088E+01     1.307674E+03
  3.053856E+01     1.192825E+03
  3.511192E+01     1.084449E+03
  4.037017E+01     9.831836E+02
  4.641589E+01     8.895482E+02
  5.336699E+01     8.037104E+02
  6.135907E+01     7.256640E+02
  7.054802E+01     6.551977E+02
  8.111308E+01     5.919821E+02
  9.326033E+01     5.355114E+02
  1.072267E+02     4.852910E+02
  1.232847E+02     4.407473E+02
  1.417474E+02     4.013326E+02
  1.629751E+02     3.665309E+02
  1.873817E+02     3.358469E+02
  2.154435E+02     3.088404E+02
  2.477076E+02     2.851220E+02
  2.848036E+02     2.643444E+02
  3.274549E+02     2.462028E+02
  3.764936E+02     2.304244E+02
  4.328761E+02     2.167751E+02
  4.977024E+02     2.050412E+02
  5.722368E+02     1.950321E+02
  6.579332E+02     1.865709E+02
  7.564633E+02     1.794873E+02
  8.697490E+02     1.736185E+02
  1.000000E+03     1.687544E+02
