FILE CREATED BY  : PROGRAM DPASS - VERSION 2.00
DATABASE VERSION : 21.06
DATE AND TIME    : 09/08/2022 00:25:10
PROJECTILE       : At
TARGET           : Yb
TABULATED OUTPUT : STOPPING CROSS SECTION VERSUS ENERGY
DATA TYPE        : RAW (ORIGINAL MESH)
ABSCISSA UNITS   : MeV/u
ORDINATE UNITS   : 10^(-15) eV cm^2


      E/n             S(E/n)

  1.000000E-03     3.351532E+02
  1.149757E-03     3.594304E+02
  1.321941E-03     3.854907E+02
  1.519911E-03     4.134921E+02
  1.747528E-03     4.435850E+02
  2.009233E-03     4.759304E+02
  2.310130E-03     5.106896E+02
  2.656088E-03     5.481037E+02
  3.053856E-03     5.883430E+02
  3.511192E-03     6.316257E+02
  4.037017E-03     6.782289E+02
  4.641589E-03     7.284098E+02
  5.336699E-03     7.824640E+02
  6.135907E-03     8.407127E+02
  7.054802E-03     9.035025E+02
  8.111308E-03     9.712061E+02
  9.326033E-03     1.044154E+03
  1.072267E-02     1.122996E+03
  1.232847E-02     1.207966E+03
  1.417474E-02     1.299618E+03
  1.629751E-02     1.398460E+03
  1.873817E-02     1.504997E+03
  2.154435E-02     1.619766E+03
  2.477076E-02     1.743302E+03
  2.848036E-02     1.876141E+03
  3.274549E-02     2.018815E+03
  3.764936E-02     2.171876E+03
  4.328761E-02     2.335920E+03
  4.977024E-02     2.511576E+03
  5.722368E-02     2.699530E+03
  6.579332E-02     2.900531E+03
  7.564633E-02     3.115325E+03
  8.697490E-02     3.344747E+03
  1.000000E-01     3.589689E+03
  1.149757E-01     3.851324E+03
  1.321941E-01     4.130625E+03
  1.519911E-01     4.427828E+03
  1.747528E-01     4.742932E+03
  2.009233E-01     5.076408E+03
  2.310130E-01     5.429678E+03
  2.656088E-01     5.805518E+03
  3.053856E-01     6.208599E+03
  3.511192E-01     6.642876E+03
  4.037017E-01     7.110175E+03
  4.641589E-01     7.611665E+03
  5.336699E-01     8.147889E+03
  6.135907E-01     8.717718E+03
  7.054802E-01     9.316758E+03
  8.111308E-01     9.938778E+03
  9.326033E-01     1.057902E+04
  1.072267E+00     1.123463E+04
  1.232847E+00     1.189736E+04
  1.417474E+00     1.255338E+04
  1.629751E+00     1.318975E+04
  1.873817E+00     1.379532E+04
  2.154435E+00     1.435990E+04
  2.477076E+00     1.487429E+04
  2.848036E+00     1.533037E+04
  3.274549E+00     1.572096E+04
  3.764936E+00     1.603982E+04
  4.328761E+00     1.628276E+04
  4.977024E+00     1.644795E+04
  5.722368E+00     1.653656E+04
  6.579332E+00     1.655194E+04
  7.564633E+00     1.649914E+04
  8.697490E+00     1.638314E+04
  1.000000E+01     1.620912E+04
  1.149757E+01     1.598101E+04
  1.321941E+01     1.570209E+04
  1.519911E+01     1.537492E+04
  1.747528E+01     1.500190E+04
  2.009233E+01     1.458539E+04
  2.310130E+01     1.412834E+04
  2.656088E+01     1.363407E+04
  3.053856E+01     1.310645E+04
  3.511192E+01     1.255017E+04
  4.037017E+01     1.196985E+04
  4.641589E+01     1.137141E+04
  5.336699E+01     1.076105E+04
  6.135907E+01     1.014537E+04
  7.054802E+01     9.530763E+03
  8.111308E+01     8.924491E+03
  9.326033E+01     8.333045E+03
  1.072267E+02     7.761522E+03
  1.232847E+02     7.216032E+03
  1.417474E+02     6.700910E+03
  1.629751E+02     6.219737E+03
  1.873817E+02     5.774290E+03
  2.154435E+02     5.366304E+03
  2.477076E+02     4.996074E+03
  2.848036E+02     4.663217E+03
  3.274549E+02     4.366497E+03
  3.764936E+02     4.104313E+03
  4.328761E+02     3.874664E+03
  4.977024E+02     3.675398E+03
  5.722368E+02     3.504093E+03
  6.579332E+02     3.358234E+03
  7.564633E+02     3.235210E+03
  8.697490E+02     3.132423E+03
  1.000000E+03     3.046537E+03
