0.2266	8.389	--		
0.2393	8.401	--		
0.2199	8.414	B		
0.2294	8.414	--		
0.2199	8.438	--		
0.2186	8.450	--		
0.2407	8.450	B		
0.2308	8.450	--		
0.2378	8.462	--		
0.2226	8.474	B		
0.2322	8.474	--		
0.2422	8.486	--		
0.2437	8.486	B		
0.2466	8.486	--		
0.2481	8.486	--		
0.2481	8.486	B		
0.2526	8.498	--		
0.2322	8.510	--		
0.2393	8.510	B		
0.2588	8.510	--		
0.2526	8.522	--		
0.2588	8.534	B		
0.2336	8.546	--		
0.2437	8.546	--		
0.2604	8.570	B		
0.2378	8.570	--		
0.2407	8.582	--		
0.2481	8.582	B		
0.4044	8.582	--		
0.3948	8.582			
0.3672	8.582			
0.3924	8.594	--		
0.3853	8.594			
0.2667	8.606	B		
0.2683	8.606	--		
0.2437	8.606	--		
0.2437	8.618	B		
0.2451	8.618	--		
0.2496	8.618	--		
0.2732	8.618	B		
0.2732	8.618	--		
0.2572	8.630	--		
0.2496	8.642	B		
0.2588	8.654	--		
0.2766	8.654	--		
0.2766	8.654	B		
0.2667	8.666	--		
0.2667	8.666	--		
0.2799	8.666	B		
0.2511	8.675	--		
0.2850	8.675	--		
0.2588	8.687	B		
0.2732	8.699	--		
0.2604	8.711	--		
0.2955	8.711	B		
0.2732	8.711	--		
0.2635	8.723	--		
0.2511	8.735	B		
0.2511	8.735	--		
0.2766	8.735	B		
0.3027	8.735	--		
0.2850	8.735	B		
0.2511	8.747	--		
0.2667	8.747	--		
0.2667	8.747	B		
0.2902	8.747	--		
0.2749	8.747	B		
0.3027	8.747	--		
0.2938	8.759	B		
0.2833	8.771	B		
0.2557	8.783	B		
0.3083	8.783	B		
0.3101	8.783	B		
0.3139	8.783	B		
0.2667	8.795	B		
0.2850	8.795	B		
0.2782	8.807	B		
0.3235	8.807	B		
0.2973	8.819	B		
0.2973	8.819	B		
0.2816	8.831	B		
0.3457	8.831	B		
0.2902	8.844	B		
0.3274	8.844	B		
0.3255	8.844	B		
0.3499	8.844	B		
0.3314	8.856	B		
0.2782	8.856	B		
0.3101	8.856	B		
0.3064	8.856	B		
0.2920	8.880	B		
0.3520	8.880	B		
0.3542	8.892	B		
0.3255	8.892	B		
0.3120	8.892	B		
0.3354	8.892	B		
0.3739	8.892	B		
0.3585	8.892	B		
0.2833	8.904	B		
0.2973	8.904	B		
0.3924	8.904	B		
0.3395	8.904	B		
0.3101	8.916	B		
0.4093	8.916	B		
0.4020	8.916	B		
0.3996	8.916	B		
0.3948	8.916	B		
0.2833	8.916	B		
0.2868	8.916	B		
0.3255	8.916	B		
0.3216	8.928	B		
0.3120	8.928	B		
0.3196	8.928	B		
0.2938	8.940	B		
0.3807	8.940	B		
0.2920	8.952	B		
0.4118	8.952	B		
0.3739	8.952	B		
0.2938	8.961	B		
0.3064	8.961	B		
0.3457	8.961	B		
0.3274	8.961	B		
0.3650	8.961	B		
0.3064	8.973	B		
0.4093	8.973	B		
0.3900	8.973	B		
0.2991	8.985	B		
0.4093	8.985	B		
0.3972	8.985	B		
0.3395	8.985	B		
0.3807	8.985	B		
0.3027	8.997	B		
0.3139	8.997	B		
0.3255	9.009	--		
0.3196	9.009	B		
0.3416	9.009	B		
0.3416	9.009	B		
0.3672	9.009	B		
0.3314	9.021	B		
0.4044	9.021	B		
0.3009	9.033	B		
0.3520	9.033	B		
0.3139	9.045	B		
0.3235	9.045	B		
0.3996	9.045	B		
0.3672	9.045	B		
0.3762	9.045	B		
0.3064	9.057	B		
0.3064	9.057	B		
0.3457	9.057	B		
0.3972	9.057	B		
0.4044	9.057	B		
0.3520	9.069	B		
0.3924	9.081	B		
0.3900	9.081	B		
0.3542	9.093	B		
0.3628	9.105	B		
0.3672	9.105	B		
0.3762	9.105	B		
0.3650	9.105	B		
0.3694	9.105	B		
0.3784	9.117	B		
0.3900	9.117	B		
0.3784	9.129	B		
0.3784	9.129	B		
0.3853	9.141	B		
0.3900	9.141	B		
0.09783	5.605	C	Zha05b	
0.1100	5.948	C		
0.1231	6.242	C		
0.1371	6.524	C		
0.1539	6.845	C		
0.1720	7.120	C		
0.1928	7.406	C		
0.2160	7.674	C		
0.2421	7.903	C		
0.2710	8.114	C		
0.3039	8.228	C		
0.3401	8.376	C		
0.3808	8.432	C		
0.4269	8.477	C		
0.4780	8.431	C		
0.5351	8.348	C		
0.6001	8.340	C		
0.6719	8.145	C		
0.7520	8.129	C		
0.8429	7.958	C		
0.9438	7.778	C		
1.057	7.448	C		
1.184	7.348	C		
1.283	7.028	C		
