0.07746	5.082	A	Fon16	method1
0.07653	5.130	A		
0.07935	5.130	A		
0.08080	5.154	A		
0.07840	5.166	A		
0.07983	5.201	A		
0.08327	5.225	A		
0.08129	5.249	A		
0.08178	5.273	A		
0.08378	5.273	A		
0.08227	5.297	A		
0.08277	5.332	A		
0.08327	5.344	A		
0.08531	5.344	A		
0.08378	5.356	A		
0.08686	5.356	A		
0.08428	5.392	A		
0.08582	5.392	A		
0.08634	5.392	A		
0.08792	5.404	A		
0.08898	5.427	A		
0.08686	5.439	A		
0.09061	5.475	A		
0.08952	5.475	A		
0.09116	5.487	A		
0.08686	5.499	A		
0.08898	5.511	A		
0.08898	5.523	A		
0.09282	5.546	A		
0.08952	5.558	A		
0.08952	5.558	A		
0.09116	5.582	A		
0.09452	5.594	A		
0.09226	5.642	A		
0.09741	5.642	A		
0.09800	5.654	A		
0.09452	5.665	A		
0.09452	5.665	A		
0.09395	5.677	A		
0.09741	5.701	A		
0.09979	5.713	A		
0.09395	5.725	A		
0.09682	5.737	A		
0.09741	5.784	A		
0.09919	5.796	A		
0.1010	5.796	A		
0.1022	5.820	A		
0.09859	5.832	A		
0.1047	5.856	A		
0.1010	5.880	A		
0.1047	5.892	A		
0.09979	5.915	A		
0.1066	5.939	A		
0.1028	5.939	A		
0.1066	5.963	A		
0.1035	5.975	A		
0.1086	5.987	A		
0.1041	5.987	A		
0.1086	6.034	A		
0.1041	6.034	A		
0.1092	6.046	A		
0.1092	6.094	A		
0.1073	6.094	A		
0.1106	6.142	A		
0.1126	6.153	A		
0.1092	6.177	A		
0.1146	6.177	A		
0.1112	6.201	A		
0.1160	6.225	A		
0.1167	6.225	A		
0.1133	6.249	A		
0.1174	6.249	A		
0.1167	6.284	A		
0.1182	6.284	A		
0.1160	6.296	A		
0.1203	6.308	A		
0.1232	6.344	A		
0.1160	6.356	A		
0.1263	6.380	A		
0.1196	6.391	A		
0.1218	6.415	A		
0.1203	6.451	A		
0.1247	6.463	A		
0.1210	6.463	A		
0.1270	6.475	A		
0.1293	6.499	A		
0.1247	6.534	A		
0.1301	6.558	A		
0.1247	6.570	A		
0.1301	6.582	A		
0.1278	6.606	A		
0.1349	6.629	A		
0.1349	6.653	A		
0.1301	6.665	A		
0.1309	6.677	A		
0.1374	6.701	A		
0.1325	6.701	A		
0.1374	6.725	A		
0.1333	6.737	A		
0.1357	6.760	A		
0.1399	6.772	A		
0.1416	6.808	A		
0.1366	6.808	A		
0.1433	6.844	A		
0.1407	6.879	A		
0.1433	6.891	A		
0.1468	6.903	A		
0.1468	6.927	A		
0.1513	6.939	A		
0.1416	6.963	A		
0.1486	6.963	A		
0.1504	6.975	A		
0.1433	6.998	A		
0.1513	6.998			
0.1531	6.998	--		
0.1450	7.034	--		
0.1513	7.046	A		
0.1495	7.082	A		
0.1550	7.082	A		
0.1569	7.094	A		
0.1569	7.106	A		
0.1513	7.129	A		
0.1578	7.153	A		
0.1541	7.165	A		
0.1607	7.189	A		
0.1550	7.225	A		
0.1617	7.225	A		
0.1646	7.236	A		
0.1588	7.260	A		
0.1607	7.284	A		
0.1697	7.296	A		
0.1646	7.308	A		
0.1738	7.332	A		
0.1687	7.367	A		
0.1738	7.367	A		
0.1749	7.415	A		
0.1697	7.439	A		
0.1749	7.439	A		
0.1781	7.463	A		
0.1813	7.510	A		
0.1738	7.522	A		
0.1835	7.534	A		
0.1759	7.534	A		
0.1697	7.534	A		
0.1880	7.570	A		
0.1880	7.582	A		
0.1728	7.582	A		
0.1926	7.605	A		
0.1835	7.605	A		
0.1781	7.617	A		
0.1938	7.629	A		
0.1846	7.653	A		
0.1973	7.665	A		
0.1985	7.677	A		
0.1891	7.689	A		
0.1857	7.713	A		
0.1997	7.724	A		
0.1857	7.724	A		
0.1997	7.760	A		
0.1973	7.772	A		
0.1903	7.772	A		
0.1961	7.784	A		
0.1891	7.796	A		
0.2033	7.796	A		
0.2009	7.796	A		
0.1973	7.820	A		
0.2021	7.855	A		
0.2058	7.855	A		
0.2033	7.867	A		
0.2134	7.867	A		
0.2173	7.903	A		
0.2033	7.927	A		
0.2070	7.962	A		
0.2173	7.974	A		
0.2108	7.986	A		
0.2070	7.986	A		
0.2226	8.034	A		
0.2108	8.046	A		
0.2266	8.058	A		
0.2147	8.070	A		
0.2364	8.081	A		
0.2212	8.093	A		
0.2407	8.105	A		
0.2239	8.117	A		
0.2393	8.129	A		
0.2393	8.141	A		
0.2266	8.153	A		
0.2226	8.165	A		
0.2407	8.165	A		
0.2322	8.177	A		
0.2266	8.189	A		
0.2481	8.224	A		
0.2451	8.224	A		
0.2322	8.236	A		
0.2496	8.248	A		
0.2542	8.272	A		
0.2393	8.284	A		
0.2588	8.284	A		
0.2635	8.320	A		
0.2557	8.320	A		
0.2378	8.331	A		
0.2437	8.331	A		
0.2451	8.379	A		
0.2542	8.379	A		
0.2700	8.379	A		
0.2782	8.379	A		
0.2542	8.415	A		
0.2766	8.427	A		
0.2816	8.427	A		
0.2620	8.450	A		
0.2683	8.450	A		
0.2920	8.462	A		
0.2955	8.486	A		
0.2667	8.486	A		
0.2955	8.498	A		
0.2749	8.498	A		
0.3083	8.510	--		
0.3196	8.522	A		
0.2816	8.534	--		
0.3216	8.546	--		
0.3294	8.558	A		
0.3416	8.558	--		
0.3478	8.558	A		
0.3416	8.558	--		
0.2885	8.558	--		
0.2700	8.569	A		
0.3520	8.581	--		
0.2700	8.581	--		
0.3046	8.581	A		
0.3694	8.593	--		
0.2991	8.593	--		
0.2732	8.605	A		
0.3606	8.617	--		
0.2973	8.617	--		
0.2885	8.617	--		
0.3177	8.617	A		
0.3694	8.629	--		
0.3853	8.629	--		
0.4020	8.629	A		
0.4069	8.629	A		
0.2850	8.629	A		
0.2732	8.629	A		
0.3739	8.629	A		
0.3972	8.641	A		
0.2920	8.641	A		
0.2973	8.641	A		
0.3083	8.653	A		
0.3457	8.653	A		
0.3294	8.653	A		
0.4069	8.677	A		
0.3784	8.677	A		
0.3375	8.677	A		
0.3717	8.688	A		
0.3585	8.688	A		
0.3139	8.700	A		
0.3009	8.700	A		
0.3314	8.712	A		
0.3948	8.712	A		
0.3948	8.712	A		
0.4069	8.724	A		
0.3762	8.724	A		
0.4044	8.736	A		
0.3101	8.736	A		
0.3457	8.748	A		
0.3255	8.760	A		
0.3628	8.760	A		
0.3083	8.772	A		
0.3294	8.772	A		
0.3542	8.784	A		
0.3784	8.784	A		
0.3478	8.796	A		
0.3375	8.796	A		
0.3996	8.807	A		
0.3585	8.807	A		
0.3830	8.807	A		
0.3784	8.807	A		
0.3717	8.819	A		
0.3334	8.819	A		
0.4118	8.831	A		
0.3948	8.831	A		
0.3717	8.843	A		
0.4093	8.867	A		
0.07746	4.808	B	Fon16 	method2
0.07887	4.892	B		
0.08080	4.965	B		
0.08378	5.022	B		
0.08378	5.094	B		
0.08686	5.142	B		
0.08739	5.226	B		
0.09006	5.226	B		
0.08952	5.295	B		
0.09338	5.343	B		
0.09061	5.392	B		
0.09395	5.428	B		
0.09566	5.428	B		
0.09395	5.500	B		
0.09800	5.512	B		
0.09741	5.557	B		
0.1010	5.581	B		
0.1028	5.641	B		
0.1022	5.677	B		
0.1028	5.713	B		
0.1066	5.725	B		
0.1060	5.761	B		
0.1092	5.785	B		
0.1073	5.843	B		
0.1099	5.867	B		
0.1099	5.891	B		
0.1119	5.939	B		
0.1119	5.975	B		
0.1133	6.011	B		
0.1174	6.011	B		
0.1182	6.023	B		
0.1133	6.059	B		
0.1153	6.083	B		
0.1189	6.095	B		
0.1203	6.140	B		
0.1203	6.200	B		
0.1225	6.200	B		
0.1255	6.248	B		
0.1247	6.261	B		
0.1263	6.309	B		
0.1286	6.321	B		
0.1293	6.357	B		
0.1293	6.381	B		
0.1301	6.414	B		
0.1309	6.438	B		
0.1325	6.474	B		
0.1341	6.486	B		
0.1382	6.546	B		
0.1399	6.570	B		
0.1424	6.618	B		
0.1382	6.630	B		
0.1416	6.666	B		
0.1442	6.712	B		
0.1477	6.796	B		
0.1504	6.856	B		
0.1531	6.916	B		
0.1607	7.069	B		
0.1477	7.105	B		
0.1646	7.118	B		
0.1504	7.166	B		
0.1541	7.226	B		
0.1559	7.307	B		
0.1597	7.367	B		
0.1607	7.427	B		
0.1627	7.463	B		
0.1676	7.499	B		
0.1697	7.545	B		
0.1802	7.749	B		
0.1791	7.785	B		
0.1869	7.809	B		
0.1857	7.830	B		
0.1802	7.842	--		
0.1914	7.854	--		
0.1914	7.890	B		
0.1891	7.938	--		
0.1973	7.938	B		
0.1973	7.950	--		
0.1891	7.999	B		
0.1961	7.999	--		
0.2009	8.023	B		
0.1949	8.035	--		
0.1914	8.059	B		
0.2021	8.071	--		
0.1985	8.083	B		
0.2070	8.095	--		
0.2046	8.104	B		
0.1949	8.116	--		
0.2121	8.128	B		
0.2058	8.140	--		
0.2083	8.152	B		
0.2108	8.200	--		
0.2186	8.200	B		
0.2199	8.212	--		
0.2173	8.236	B		
0.2239	8.248	--		
0.2186	8.284	B		
0.2266	8.296	--		
0.2280	8.308	B		
0.2212	8.332	--		
0.2294	8.344	--		
0.2336	8.356	B		
0.2239	8.389	--		
