0.06386	2.928	A
0.08284	3.462	A
0.1122	3.971	A
0.1436	4.481	A
0.1687	4.820	A
0.2042	5.111	A
0.2376	5.438	A
0.2938	5.618	A
0.3417	5.847	A
0.4103	5.796	A
0.4831	5.890	A
0.5329	5.730	A
0.5910	5.728	A
0.6554	5.701	A
0.7052	5.481	A
0.7925	5.502	A
0.8194	5.306	A
0.8922	5.413	A
0.9564	5.119	A
0.9752	5.288	A
1.025	5.286	A
1.060	4.944	A
1.100	5.235	A
1.166	4.940	A
1.224	5.133	A
1.266	4.888	A
1.318	4.922	A
0.1643	4.865	B
0.1849	5.031	B
0.2070	5.232	B
0.2260	5.425	B
0.2504	5.503	B
0.2755	5.643	B
0.3006	5.896	B
0.3273	5.931	B
0.3501	5.860	B
0.3714	5.938	B
0.3934	5.797	B
0.4162	5.840	B
0.4360	5.778	B
0.4786	5.970	B
0.4983	5.671	B
0.5257	5.872	B
0.5507	5.389	B
0.5728	5.450	B
0.5987	5.545	B
0.6268	5.273	B
