energy,unc_en,intensity_%,unc_i,type,shell, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
6.205, ,0.00008412711706998564,0.0000027839303051573193,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00015094614490599882,0.000006393493608230589,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.000003613295857284335,0.0000009260328512441684,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0002732132158878695,0.00007052060924427255,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0003339399817697577,0.00002852514686538966,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00922668465990024,0.000623473654209409,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.098863627238064,0.0035302256675205273,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00008862479419106103,0.0000223223715806205,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0002525750755003757,0.00006632744228622983,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00000495274045580501,0.0000013787043176309488,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00006235406209686763,0.000002291463073085745,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0003904482841179111,0.0000129421092099827,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.1501305759275712,0.0040815356085940535,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0002128920403351248,0.000009048887040034912,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00006911707976292975,0.000009431232351319723,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0000734367764114,0.000002480991784600115,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00002086226305145324,0.0000006684899235163083,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.000004693218488750251,0.0000007037912046139708,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.01752333716952936,0.0005676984221095805,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0001030429813047431,0.000005043754470175131,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00013425967140167462,0.00003683034682739176,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0050535779045544,0.00040409584613048803,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00023245847656671743,0.00007017277966580761,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.055190441783568,0.002699300280866431,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00034558576946485086,0.00001117663379013099,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.3391019673925884,0.009516672333819011,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0104352136202496,0.0036097692952470647,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00044276804600947153,0.000012981724353419446,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0000261120572851554,0.0000007152133926148609,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00455828107561008,0.0009595900737258917,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.000008966171225391643,0.0000005036151404295632,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00012152877976117083,0.000010657667981839409,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.05580654495923591,0.0017676267677871743,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00004856870046921984,0.0000016834603199344379,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00001743479068705296,0.0000027023884418863154,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00034493888352905654,0.000011115226152270785,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0000037431317749286446,0.00000020775326411220195,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.08632821726315072,0.0038468764035835662,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.09325912360842792,0.002965015904008986,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.13239974803288895,0.0036396287558645617,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0001527063061401022,0.000004902006523485038,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00004775039259311431,0.0000014849347550580482,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.000027887305338760558,0.0000012751149405077101,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0001851540788560969,0.000007472244506610876,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00011227860274939252,0.0000037172178661259135,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0000000717824689612172,0.000000011966900429531643,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0016150295959457986,0.00013716263401833387,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00000184683777419232,0.00000010975870492336296,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00008954756109805771,0.000002479862843556226,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.005894220861810618,0.00020421411020950738,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0000548405843357736, ,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.000003005120673167527,0.0000002585039203630058,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.2389200410148864,0.008635832418309577,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00004856870046921984,0.0000016834603199344379,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00007912528913905574,0.000017462693302562597,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00005227053981596741,0.0000018117518922036205,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.000001500364117883904,0.00000026853826184460576,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0000019060573494437405,0.0000002997437494733168,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0000018783315111132487,0.00000020857730656770242,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.000008359564445764646,0.000002199737175565721,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0006592002220327056,0.000020070832607157427,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00015345062948455743,0.000004489668290067982,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0000032710905780910343,0.00000011512653579762148,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.000015868888522052593,0.0000009255210609148712,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00007923419345357905,0.0000034402874565414024,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,1.6232095361245547,0.0601994196134336,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00009562835085685315,0.000027877729051265373,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00024692601088192065,0.00002874835450448593,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00005012592781133652,0.0000020116248323765826,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00001018273999242708,0.0000006362512257097969,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.024055289200566,0.0025737932819436082,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.000010274391053485978,0.0000003169214763648248,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.002256622766980296,0.00006670778655664682,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.06609096508677936,0.0024502594630958375,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.000030079296611280386,0.0000010926450817931825,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.0000019081924922366594,0.000000439342653020421,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.000007697251866427968,0.00000045044146610961504,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.1296349018551288,0.005682431992092763,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.205, ,0.00015307552644237734,0.000005695608053835537,X,L2M4,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.302, ,0.00775776904896,0.0006971959237676729,X,L3,65,92,Tb, ,0, ,3/2+,71, ,7,Y,2240541744.196032,220898481.822144,EC,100, ,60.0,14,64,93,Gd,4-Dec-2015,N. NICA,2022-05-11
6.318, ,0.0000090290099728764,0.000000352089181821157,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.0000074681396712,0.0000015505411097647875,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.01084020381675,0.000702644163697564,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.000013459350189636,0.000001202877382898633,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.000006356155639275,0.00000028868831895782863,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.000042182564296158,0.0000016790905307791885,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.000333586512,0.00011986864632870873,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.00000318064151925,0.00000011675428416884532,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.0000512448818544,0.000001959804399218665,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.000000572522089464,0.00000008182224366831277,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.00000404581570848,0.00000017340284289168883,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.0000123086877043572,0.0000006259698439443978,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.000009963615102012,0.0000004744511800193289,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.0000006291656265024,0.00000015983240972779495,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.00004307888660868,0.0000016426580237159991,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.000000477304631856,0.000000027099712536346515,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.0027596875284,0.00020392612670636353,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.00016920205730532,0.000013733389083318777,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.007753083156,0.002356877329737857,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.00000197388330165,0.00000013390909410483436,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
6.318, ,0.0000011311691058252,0.00000006431315044539303,X,L1M3,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
