3.664	2.576	O
3.799	2.599	O
3.866	2.622	O
4.407	2.805	O
4.631	2.833	O
4.781	2.840	O
5.205	2.996	O
5.366	3.011	O
5.608	3.021	O
5.763	3.082	O
6.154	3.199	O
6.324	3.220	O
6.582	3.234	O
6.752	3.229	O
1.010	1.150	P
1.800	1.550	P
2.700	1.900	P
3.790	2.260	P
5.020	2.580	P
6.400	2.910	P
7.720	3.200	P
8.860	3.440	P
10.00	3.640	P
0.9570	1.178	Q
1.473	1.451	Q
2.023	1.760	Q
2.714	2.035	Q
3.509	2.318	Q
4.289	2.559	Q
5.000	2.764	Q
3.684	2.615	R
4.352	2.799	R
5.085	2.997	R
6.187	3.207	R
7.364	3.407	R
8.829	3.646	R
10.63	3.888	R
12.65	4.162	R
15.05	4.403	R
17.45	4.624	R
20.09	4.875	R
415.0	2.360	S
448.0	2.250	S
820.0	1.790	S
