0.02878	7.791	A	Fon16 	lines 1-98 method 1
0.03318	8.134			
0.02690	8.305	A		
0.02708	8.450			
0.03070	8.507	A		
0.02859	8.507			
0.03444	8.591	A		
0.02821	8.678			
0.03186	8.708	A		
0.03059	8.735			
0.03636	8.792	A		
0.03515	8.792			
0.02888	8.823	A		
0.03375	8.850			
0.03800	8.877	A		
0.03241	8.880			
0.03165	8.907	A		
0.02783	8.967			
0.03551	9.021	A		
0.02948	9.024	A		
0.03101	9.081			
0.03865	9.108	A		
0.03761	9.108	A		
0.03661	9.165			
0.03176	9.165	A		
0.03456	9.280	A		
0.04025	9.307			
0.03878	9.337	A		
0.04178	9.364	A		
0.03599	9.367			
0.02998	9.367	A		
0.03307	9.481	A		
0.03723	9.508			
0.03515	9.508	A		
0.04039	9.565	A		
0.03878	9.565			
0.03219	9.652	A		
0.03398	9.710	A		
0.04532	9.794			
0.04396	9.794	A		
0.03762	9.824	A		
0.03971	9.851			
0.04278	9.881	A		
0.04164	9.881	A		
0.03539	9.911			
0.03998	10.03	A		
0.04609	10.05	A		
0.04471	10.08			
0.04264	10.11	A		
0.04136	10.11	A		
0.04817	10.14			
0.03918	10.14	A		
0.04609	10.31	A		
0.04800	10.37			
0.04441	10.40	A		
0.04264	10.46	A		
0.04108	10.46			
0.04833	10.62	A		
0.04656	10.71	A		
0.05051	10.80			
0.04352	10.83	A		
0.05207	10.88	A		
0.04736	10.91			
0.04883	10.94	A		
0.04532	10.94	A		
0.05000	11.05			
0.05534	11.14	A		
0.05350	11.20	A		
0.05190	11.20			
0.05572	11.34	A		
0.05068	11.40	A		
0.05314	11.46			
0.04966	11.51	A		
0.05823	11.54	A		
0.05706	11.54			
0.05460	11.54	A		
0.05278	11.66	A		
0.04704	11.66			
0.05591	11.74	A		
0.05922	11.77	A		
0.05460	11.77			
0.05764	11.86	A		
0.06210	11.97	A		
0.05120	11.97			
0.06065	12.09	A		
0.05843	12.23	A		
0.05479	12.23			
0.06359	12.29	A		
0.05668	12.29	A		
0.05883	12.40			
0.06148	12.46	A		
0.05943	12.66	A		
0.06065	12.77			
0.06338	12.83	A		
0.06045	13.03	A		
0.06295	13.06	A		
0.06211	13.23	A		
0.06360	14.01	A		
0.04702	5.551	B	Fon16 	lines 99-216, methood 2
0.03635	5.725	B		
0.03455	6.068	B		
0.03164	6.155	B		
0.03877	6.212	B		
0.02698	6.300	B		
0.04515	6.327	B		
0.05015	6.354	B		
0.03363	6.357			
0.03502	6.384	B		
0.03799	6.441			
0.04734	6.498	B		
0.03635	6.498			
0.03386	6.558	B		
0.04135	6.585	B		
0.04010	6.585	B		
0.04394	6.670	B		
0.03069	6.673			
0.04024	6.727			
0.03550	6.730	B		
0.05439	6.754			
0.04783	6.814			
0.03773	6.814	B		
0.04335	6.841			
0.03455	6.871			
0.02947	6.874	B		
0.04561	6.898			
0.02859	6.901			
0.04750	6.985	B		
0.03307	6.988			
0.03101	6.988			
0.04234	7.015	B		
0.03864	7.015			
0.03773	7.042	B		
0.04439	7.072			
0.05032	7.100			
0.03197	7.103	B		
0.02839	7.133			
0.04881	7.157			
0.03562	7.160	B		
0.05083	7.241			
0.03723	7.244			
0.02717	7.247	B		
0.05532	7.271			
0.05348	7.271			
0.03917	7.331	B		
0.04024	7.358			
