0.03229	7.361			
0.03467	7.415	B		
0.04277	7.445			
0.02898	7.445	B		
0.04608	7.472			
0.05570	7.499			
0.04177	7.502	B		
0.03307	7.502			
0.05403	7.530			
0.02997	7.533	B		
0.04981	7.557			
0.05188	7.587			
0.04410	7.587	B		
0.05101	7.614			
0.04832	7.614			
0.04703	7.644	B		
0.03761	7.647			
0.04562	7.674			
0.04277	7.674	B		
0.03660	7.704			
0.05084	7.758	B		
0.03877	7.761			
0.04380	7.788	B		
0.03970	7.788			
0.05223	7.815	B		
0.04516	7.815			
0.05920	7.842	B		
0.05782	7.842			
0.05514	7.842	B		
0.02782	7.875			
0.04163	7.902	B		
0.04066	7.902			
0.05367	7.929	B		
0.05101	7.987			
0.03636	7.990	B		
0.05533	8.017			
0.04898	8.017	B		
0.03143	8.077			
0.05241	8.101	B		
0.04163	8.104			
0.05685	8.158	B		
0.06187	8.188			
0.04816	8.188	B		
0.05367	8.215			
0.05533	8.245	B		
0.04965	8.245			
0.06357	8.302	B		
0.06022	8.329			
0.05762	8.329	B		
0.05224	8.390			
0.05033	8.417	B		
0.05533	8.447			
0.06357	8.501	B		
0.06187	8.501			
0.05881	8.504	B		
0.05101	8.531			
0.06022	8.675	B		
0.05685	8.732			
0.04832	8.732	B		
0.04094	8.762			
0.06379	8.789	B		
0.04656	8.820			
0.06251	8.961	B		
0.06043	8.961			
0.05881	9.018	B		
0.05647	9.018			
0.06336	9.219	B		
0.05802	9.307			
0.06084	9.391	B		
0.06084	9.619			
0.05666	9.764	B		
0.02962	8.503	C	Jin14	lines 217-897
0.02967	8.573			
0.02970	8.764			
0.02970	9.424	C		
0.03020	8.635			
0.03025	8.893			
0.03032	8.875			
0.03040	8.764	C		
0.03055	7.665			
0.03062	7.525			
0.03069	7.430			
0.03073	7.528	C		
0.03080	7.286			
0.03081	7.714			
0.03090	7.605			
0.03095	7.504	C		
0.03099	7.733			
0.03101	8.233			
0.03103	8.635			
0.03109	8.374	C		
0.03113	8.676			
0.03115	9.055			
0.03119	9.373			
0.03122	9.506			
0.03127	9.660	C		
0.03129	10.03			
0.03130	10.50			
0.03136	10.68			
0.03141	10.77	C		
0.03145	11.03			
0.03151	10.72			
0.03156	10.82			
0.03162	10.96	C		
0.03167	11.09			
0.03170	11.53			
0.03174	11.55			
0.03176	12.19			
0.03181	12.25	C		
0.03184	12.44			
0.03194	12.11			
0.03200	12.06			
0.03205	12.16			
0.03212	12.01	C		
0.03236	10.04			
0.03241	10.24			
0.03246	10.39			
0.03253	10.16			
0.03254	10.73	C		
0.03260	10.73			
0.03268	10.42			
0.03275	10.13			
0.03278	10.55			
0.03288	10.23	C		
0.03294	10.27			
0.03312	8.909			
0.03316	9.117			
0.03321	9.057			
0.03329	8.782	C		
0.03323	10.10			
0.03332	9.882			
0.03345	8.973			
0.03349	9.035			
0.03357	8.847	C		
0.03358	9.183			
0.03361	9.391			
0.03363	9.845			
0.03367	10.12			
0.03370	10.61	C		
0.03379	10.29			
0.03380	10.87			
0.03386	10.86			
0.03391	10.80			
0.03395	11.01	C		
0.03403	10.65			
0.03410	10.41			
0.03418	10.17			
0.03425	10.14			
0.03431	9.990	C		
0.03467	6.852			
0.03470	7.227			
0.03475	7.286			
0.03481	7.280			
0.03486	7.401	C		
0.03492	7.412			
0.03493	7.973			
0.03464	11.88			
0.03499	8.885			
0.03506	8.659	C		
0.03510	8.748			
0.03512	9.128			
0.03518	9.263			
0.03524	9.160	C		
0.03529	9.341			
0.03538	9.245			
0.03541	9.506			
0.03539	10.20			
0.03549	9.697	C		
0.03554	9.775			
0.03559	9.921			
0.03560	10.36			
0.03566	10.43			
0.03574	10.35	C		
0.03581	10.10			
0.03587	9.863			
0.03590	10.05			
0.03594	10.19			
0.03599	10.35	C		
0.03607	10.10			
0.03614	9.943			
0.03622	9.637			
0.03627	9.526			
0.03634	9.460	C		
0.03644	8.987			
0.03645	9.405			
0.03650	9.278			
0.03656	9.203			
0.03656	9.805	C		
0.03658	10.23			
0.03665	10.01			
0.03664	10.58			
0.03669	10.82			
0.03677	10.55	C		
0.03681	10.63			
0.03687	10.57			
0.03689	10.93			
0.03696	10.79			
0.03705	10.32	C		
0.03709	10.59			
0.03716	10.32			
0.03720	10.61			
0.03721	10.98			
0.03729	10.87	C		
0.03734	10.99			
0.03740	10.96			
0.03744	11.15			
0.03749	11.41			
0.03752	11.52	C		
0.03758	11.45			
0.03763	11.61			
0.03769	11.77			
0.03776	11.61			
0.03783	11.46	C		
0.03795	10.79			
0.03801	10.84			
0.03831	8.265			
0.03835	8.362			
0.03839	8.513	C		
0.03845	8.531			
0.03851	8.603			
0.03856	8.706			
0.03859	8.846			
0.03864	9.002	C		
0.03871	9.020			
0.03878	9.144			
0.03882	9.356			
0.03887	9.400			
0.03888	9.805			
0.03896	9.657	C		
0.03899	9.770			
0.03904	9.902			
0.03904	10.24			
0.03905	10.73			
0.03909	10.96			
0.03915	10.93	C		
0.03919	11.12			
0.03925	11.04			
0.03929	11.13			
0.03933	11.13			
0.03940	10.99			
0.03946	11.08			
0.03949	11.51	C		
0.03951	11.67			
0.03956	11.57			
0.03962	11.53			
0.03968	11.39			
0.03974	11.47			
0.03979	11.47			
0.03986	11.32	C		
0.03991	11.33			
0.03994	11.50			
0.03998	11.62			
0.04003	11.42			
0.04005	11.60			
0.04006	12.00			
0.04017	11.36			
0.04043	9.126	C		
0.04053	8.625			
0.04058	8.706			
0.04063	8.878			
0.04068	9.117			
0.04071	9.261			
0.04075	9.376	C		
0.04079	9.358			
0.04080	9.902			
0.04084	10.04			
0.04088	10.35			
0.04092	10.57			
0.04100	10.38	C		
0.04109	9.911			
0.04114	9.894			
0.04120	10.08			
0.04121	10.53			
0.04125	10.86			
0.04131	10.79			
0.04136	10.73	C		
0.04143	10.55			
0.04153	10.08			
0.04160	9.950			
0.04167	9.947			
0.04173	9.975			
0.04180	9.879	C		
0.04184	10.07			
0.04189	10.16			
0.04195	10.10			
0.04200	10.07			
0.04209	9.707			
0.04211	10.04	C		
0.04217	9.958			
0.04222	9.962			
0.04227	9.987			
0.04228	10.52			
0.04230	10.90			
0.04236	10.76			
0.04246	10.41	C		
0.04251	10.58			
0.04260	10.05			
0.04265	10.07			
0.04271	9.938	C		
0.04272	10.42			
0.04276	10.59			
0.04280	11.02			
0.04285	10.89			
0.04290	10.90			
0.04293	11.10	C		
0.04298	11.09			
0.04302	11.13			
0.04307	11.00			
0.04312	10.91			
0.04318	10.98			
0.04323	11.16	C		
0.04331	10.97			
0.04335	10.90			
0.04336	11.50			
0.04341	11.53			
0.04345	11.57			
0.04351	11.65	C		
0.04358	11.38			
0.04364	11.33			
0.04367	11.52			
0.04373	11.43			
0.04376	11.76			
0.04380	12.14			
0.04387	11.88	C		
0.04395	11.65			
0.04401	11.81			
0.04407	11.82			
0.04414	11.65			
0.04415	12.05			
0.04421	11.70			
0.04424	12.02	C		
0.04427	12.26			
0.04436	12.22			
0.04444	11.85			
0.04452	11.64			
0.04460	11.30			
0.04467	11.24	C		
0.04472	11.50			
0.04479	11.35			
0.04482	11.69			
0.04486	11.86			
0.04494	11.77			
0.04496	11.97			
0.04500	12.07	C		
0.04501	12.38			
0.04504	12.57			
0.04509	12.65			
0.04514	12.68			
0.04518	12.81			
0.04522	12.88			
0.04529	12.72	C		
0.04536	12.41			
0.04541	12.65			
0.04547	12.37			
0.04553	12.25			
0.04560	12.03			
0.04562	12.32			
0.04568	12.38	C		
0.04573	12.42			
0.04576	12.60			
0.04584	12.24			
0.04589	12.30			
0.04593	12.47			
0.04604	11.93			
0.04612	11.74	C		
0.04620	11.56			
0.04625	11.50			
0.04633	11.18			
0.04638	10.87			
0.04649	10.17			
0.04657	9.701			
0.04662	9.856	C		
0.04661	10.40			
0.04665	10.56			
0.04674	10.19			
0.04673	10.89			
0.04679	10.77			
0.04685	10.79			
0.04689	10.89	C		
0.04695	10.86			
0.04699	10.99			
0.04699	11.32			
0.04703	11.67			
0.04708	11.66			
0.04712	11.82			
0.04717	11.97	C		
0.04723	11.78			
0.04729	11.81			
0.04738	11.56			
0.04743	11.44			
0.04749	11.37			
0.04750	11.79			
0.04754	11.98	C		
0.04758	12.13			
0.04762	12.02			
0.04766	12.10			
0.04769	12.44			
0.04776	12.39			
0.04780	12.47			
0.04786	12.64	C		
0.04791	12.62			
0.04800	12.33			
0.04802	12.71			
0.04806	13.01			
0.04811	13.05			
0.04820	12.69	C		
0.04824	12.81			
0.04829	12.96			
0.04831	13.33			
0.04834	13.71			
0.04838	13.95			
0.04839	14.42	C		
0.04843	14.55			
0.04847	14.55			
0.04848	14.92			
0.04854	14.82			
0.04863	14.57			
0.04863	15.12	C		
0.04872	14.54			
0.04883	14.08			
0.04894	13.34			
0.04903	13.08			
0.04906	13.51			
0.04915	13.04			
0.04922	12.81	C		
0.04933	12.20			
0.04938	12.10			
0.04941	12.42			
0.04946	12.35			
0.04948	12.63			
0.04952	12.72	C		
0.04958	12.66			
0.04963	12.55			
0.04970	12.36			
0.04976	12.33			
0.04982	12.28			
0.04982	12.63	C		
0.04982	13.05			
0.04986	12.98			
0.04989	13.06			
0.04994	13.17			
0.05002	12.83			
0.05011	12.47			
0.05019	12.31	C		
0.05024	12.32			
0.05031	11.90			
0.05032	12.39			
0.05039	12.26			
0.05046	12.04			
0.05051	12.01			
0.05057	11.77	C		
0.05059	12.16			
0.05065	12.10			
0.05071	12.09			
0.05077	11.98			
0.05081	12.41			
0.05085	12.60			
0.05091	12.61	C		
0.05096	12.60			
0.05098	13.05			
0.05103	13.16			
0.05109	13.22			
0.05116	12.83			
0.05118	13.34			
0.05122	13.51	C		
0.05129	13.35			
0.05130	13.68			
0.05134	13.90			
0.05137	14.19			
0.05140	14.25			
0.05144	14.38			
0.05153	14.10	C		
0.05159	14.03			
0.05170	13.32			
0.05178	12.98			
0.05187	12.62			
0.05194	12.45			
0.05197	12.77			
0.05200	13.13	C		
0.05203	13.15			
0.05211	12.65			
0.05215	12.90			
0.05216	13.31			
0.05221	13.17			
0.05228	13.04			
0.05235	12.62	C		
0.05241	12.62			
0.05251	12.41			
0.05253	12.52			
0.05261	12.16			
0.05265	11.96	C		
0.05275	11.60			
0.05283	11.26			
0.05286	11.37			
0.05296	11.02			
0.05298	11.60			
0.05303	11.76	C		
0.05305	11.99			
0.05312	12.07			
0.05318	11.84			
0.05323	11.82			
0.05329	11.70			
0.05333	11.65	C		
0.05336	11.96			
0.05340	12.03			
0.05343	12.30			
0.05346	12.27			
0.05350	12.46			
0.05353	12.77			
0.05358	12.89	C		
0.05360	13.11			
0.05365	13.21			
0.05372	13.13			
0.05379	12.80			
0.05385	12.80			
0.05391	12.67			
0.05393	12.89	C		
0.05397	13.11			
0.05406	12.74			
0.05411	13.04			
0.05414	13.21			
0.05417	13.38			
0.05426	13.01			
0.05432	12.78	C		
0.05437	12.59			
0.05445	12.25			
0.05447	12.43			
0.05453	12.21			
0.05461	12.15			
0.05462	12.55			
0.05471	12.08	C		
0.05478	12.11			
0.05485	11.76			
0.05491	11.75			
0.05499	11.54			
0.05506	11.56			
0.05513	11.23			
0.05517	11.38	C		
0.05522	11.47			
0.05526	11.58			
0.05532	11.29	C		
0.05533	11.51			
0.05540	11.36			
0.05542	11.63	C		
0.05547	11.48			
0.05552	11.38			
0.05557	11.34	C		
0.05560	11.39			
0.05568	11.11			
0.05572	11.40			
0.05578	11.44			
0.05586	10.99			
0.05588	11.22	C		
0.05594	11.13			
0.05603	10.79			
0.05608	10.95			
0.05612	10.96			
0.05613	11.26			
0.05619	11.22			
0.05624	11.27	C		
0.05627	11.47			
0.05631	11.71			
0.05634	12.07			
0.05641	11.81			
0.05643	12.07			
0.05645	12.43			
0.05648	12.66			
0.05654	12.57	C		
0.05657	12.84			
0.05664	12.64			
0.05670	12.68			
0.05675	12.69			
0.05680	12.68			
0.05683	12.96			
0.05689	12.96	C		
0.05696	12.85			
0.05698	13.12			
0.05697	13.64			
0.05702	13.41			
0.05711	13.02			
0.05716	13.14			
0.05725	12.56	C		
0.05727	12.96			
0.05732	12.91			
0.05739	12.59			
0.05743	12.76			
0.05746	13.08			
0.05752	12.93			
0.05753	13.09			
0.05760	12.97	C		
0.05763	13.27			
0.05767	13.30			
0.05771	13.38			
0.05771	13.87			
0.05776	13.71			
0.05785	13.28			
0.05791	13.06			
0.05797	13.07			
0.05804	12.87			
0.05806	13.13			
0.05813	13.06	C		
0.05818	12.90			
0.05824	12.80			
0.05831	12.54			
0.05833	12.91			
0.05833	13.54			
0.05838	13.70			
0.05844	13.77			
0.05847	13.90			
0.05851	13.74	C		
0.05854	13.93			
0.05855	14.21			
0.05861	14.19			
0.05867	14.12			
0.05873	13.89			
0.05882	13.30			
0.05893	12.83			
0.05898	13.02	C		
0.05906	13.00			
0.05909	13.01			
0.05908	13.68			
0.05911	13.72			
0.05915	13.76			
0.05922	13.70	C		
0.05928	13.72			
0.05932	13.88			
0.05932	14.17			
0.05935	14.44			
0.05940	14.31			
0.05945	14.13	C		
0.05949	14.21			
0.05958	13.93			
0.05967	13.50			
0.05979	12.68			
0.05987	12.38			
0.05992	12.61			
0.06001	12.58			
0.06006	12.53	C		
0.06011	12.69			
0.06020	12.36			
0.06027	12.27			
0.06030	12.43			
0.06035	12.68			
0.06036	13.12			
0.06041	13.24	C		
0.06047	13.08			
0.06051	13.12			
0.06055	13.20			
0.06062	12.94			
0.06063	13.38			
0.06069	13.38			
0.06072	13.74	C		
0.06079	13.46			
0.06085	13.30			
0.06091	13.34			
0.06095	13.40			
0.06099	13.58			
0.06102	13.88			
0.06105	14.13	C		
0.06109	14.25			
0.06113	14.18			
0.06118	14.32			
0.06122	14.36			
0.06127	14.63			
0.06133	14.23			
0.06135	14.09	C		
0.06143	13.72			
0.06146	14.01			
0.06151	13.91			
0.06154	13.97			
0.06160	13.78			
0.06165	13.74	C		
0.06170	13.72			
0.06178	13.53			
0.06182	13.57			
0.06189	13.26			
0.06197	12.90			
0.06202	13.09			
0.06208	12.99	C		
0.06214	12.74			
0.06219	12.73			
0.06223	12.75			
0.06225	13.00			
0.06232	12.72			
0.06239	12.67			
0.06244	12.74	C		
0.06248	12.80			
0.06254	12.74			
0.06260	12.60			
0.06265	12.39			
0.06267	12.59			
0.06275	12.30			
0.06276	12.43	C		
0.06281	12.51			
0.06286	12.47			
0.06288	12.77			
0.06288	13.27			
0.06293	13.05			
0.06301	12.83	C		
0.06303	13.15			
0.06309	13.00			
0.06312	13.34			
0.06315	13.45			
0.06318	13.52			
0.06323	13.62	C		
0.06330	13.57			
0.06337	13.21			
0.06344	13.04			
0.06350	12.98			
0.06354	13.04	C		
0.06357	13.31			
0.06365	13.13			
0.06370	13.18			
0.06371	13.31			
0.06377	13.59	C		
0.06383	13.43			
0.06390	13.18			
0.06395	13.40			
0.06402	13.42			
0.06409	13.09	C		
0.06414	13.06			
0.06419	12.97			
0.06424	13.13			
0.06427	13.46			
0.06434	13.13	C		
0.06441	13.12			
0.06447	12.99			
0.06448	13.26			
0.06451	13.42			
0.06455	13.60	C		
0.06459	13.63			
0.06462	13.82			
0.06464	14.00			
0.06467	14.24			
0.06470	14.07	C		
0.06473	14.35			
0.06476	14.38			
0.06481	14.37			
0.06486	14.14			
0.06493	14.12	C		
0.06500	13.69			
0.06502	13.82			
0.06512	13.25			
0.06516	12.85			
0.06522	12.73	C		
0.06531	12.29			
0.06540	12.07			
0.06543	12.04			
0.06548	12.18	C		
0.06558	11.79			
0.06560	12.24			
0.06563	12.16	C		
