,Beta-decay energy (keV),Half life (years),Isotope,Beta-decay fraction,Average beta decay energy,Half life (seconds)
413,-2565.3796,0.33921971252566735,151Gd,0.0,4.69,10704960.0
414,579.5559,0.0005652863335614876,243Pu,1.0,12.3,17839.08
415,5265.9197,4.753213172104342e-06,224At,1.0,5.69,150.0
416,4354.9052,6.812938880016224e-08,146Ba,1.0,5.69,2.15
417,401.0,0.029678302532511976,246Pu,1.0,18.4,936575.9999999999
418,*,1.837909093213679e-08,147Tm,0.0,5.69,0.58
419,-3461.6215,0.001483002509696555,183Os,0.0,5.69,46800.0
420,1017.7611,5.1448779374857396e-05,214Pb,1.0,36.0,1623.5999999999997
421,-9501.0,1.80622100539965e-07,139Gd,0.0,5.69,5.699999999999999
422,6391.5934,1.1312647349608333e-07,152Pr,1.0,5.69,3.5699999999999994
423,8610.0,1.6794686541435342e-09,154Ba,1.0,5.69,0.05299999999999999
424,7527.1313,1.3340684969706187e-08,117Rh,1.0,5.69,0.42099999999999993
425,-6081.2029,3.802570537683474e-06,137Pm,0.0,5.69,120.0
427,11429.0,1.2041473369331e-09,127Pd,1.0,5.69,0.038
428,11688.5069,3.9926990645676474e-08,49K,1.0,5.69,1.26
429,9116.0536,2.3639313509265594e-08,79Zn,1.0,5.69,0.7459999999999999
430,*,9.094481202626308e-10,22Si,0.0,5.69,0.028699999999999996
431,-16186.0,3.802570537683474e-09,21Mg,0.0,5.69,0.12
433,-16491.0,1.749182447334398e-09,53Ni,0.0,5.69,0.0552
434,20643.7926,3.916647653813978e-10,14B,1.0,5.69,0.012359999999999998
435,-11761.9766,5.893984333409384e-07,110Te,0.0,5.69,18.599999999999998
436,-12221.7457,3.581989758410018e-07,23Mg,0.0,5.69,11.303899999999999
438,20729.0,3.168808781402895e-11,40Mg,0.0,5.69,0.001
440,-8633.0,1.330899688189216e-07,127Pr,0.0,5.69,4.2
441,-6124.9081,3.1751463989657004e-06,159Yb,0.0,5.69,100.19999999999999
442,-3201.0,1.9012852688417367e-07,257Lr,0.0,5.69,5.999999999999999
443,-12743.2956,2.2709585012801984e-07,25Al,0.0,5.69,7.166599999999999
444,15737.0689,5.070094050244632e-10,20C,1.0,5.69,0.016
446,11796.0,3.802570537683474e-10,100Kr,1.0,5.69,0.012
447,3074.5667,6.654498440946079e-06,185Hf,1.0,5.69,209.99999999999997
448,11630.0,9.189545466068395e-10,121Ru,1.0,5.69,0.028999999999999998
449,*,1.964661444469795e-10,176Tl,0.0,5.69,0.0062
451,-8534.6172,0.0016883413187314626,76Kr,0.0,1.41,53280.0
452,1835.9516,0.1979466119096509,160Tb,1.0,85.0,6246719.999999999
455,5760.318,1.2168225720587115e-06,41Cl,1.0,5.69,38.4
456,1582.203,0.01054072553045859,127Sb,1.0,55.8,332640.0
457,6461.5416,1.3182244530636044e-07,164Eu,1.0,5.69,4.16
458,14120.0,8.238902831647526e-10,103Rb,1.0,5.69,0.026
459,-14130.0,1.229497807184323e-09,50Co,0.0,5.69,0.038799999999999994
460,8094.9212,1.419626334068497e-07,92Rb,1.0,5.69,4.48
461,-2453.4692,0.0076791238877481184,111In,0.0,2.72,242334.72000000003
462,3638.0,2.7568636398205184e-07,219Bi,1.0,5.69,8.7
463,31898.0019,2.891221132152001e-29,20B,0.0,5.69,9.124e-22
464,13606.4541,5.646817248459958e-09,9Li,1.0,5.69,0.17819999999999997
465,-8283.7857,8.74591223667199e-05,120Xe,0.0,222.0,2760.0
466,11274.7373,3.168808781402895e-09,44S,1.0,5.69,0.09999999999999999
467,-9919.1406,7.605141075366948e-09,206Ra,0.0,5.69,0.24
468,*,1.2738611301239637e-08,259Sg,0.0,5.69,0.40199999999999997
470,-7724.9182,1.742844829771592e-08,203Fr,0.0,5.69,0.5499999999999999
471,7220.0,3.168808781402895e-08,205Ir,0.0,5.69,0.9999999999999999
472,1052.4585,103000000000.0,138La,0.345,96.0,3.2504328e+18
473,-5635.1565,0.0003813597992242756,61Cu,0.0,133.1,12034.8
474,-6388.0,9.538114432022715e-07,80Y,0.0,5.69,30.1
475,6421.3477,8.175526656019468e-09,150Ba,1.0,5.69,0.25799999999999995
476,3709.0,1.901285268841737e-06,181Yb,0.0,5.69,60.0
477,-11529.9139,5.776738408497478e-09,40Sc,0.0,5.69,0.18230000000000002
478,8880.0,2.5350470251223157e-09,163Nd,0.0,5.69,0.07999999999999999
479,5030.0,1.3625877760032448e-06,200Ir,1.0,5.69,43.0
480,-776.9137,7.129819758156513e-10,219Fr,0.0,6802.9,0.0225
481,*,1.9012852688417367e-07,240Es,0.0,5.69,5.999999999999999
482,7280.0,6.33761756280579e-08,194Ta,0.0,5.69,1.9999999999999998
483,6671.0057,2.4621644231500493e-08,121Ag,1.0,5.69,0.7769999999999999
484,10094.1624,1.0013435749233148e-07,84As,1.0,5.69,3.16
485,-2293.0,0.004356605065023956,119Sb,0.0,2.95,137484.0
486,2882.8048,4.056075240195705e-08,218At,0.0,6653.0,1.2799999999999998
487,-3547.6546,2.8519279032626055e-06,180Ir,0.0,5.69,90.0
488,-3361.3369,8.207214743833498e-15,214Rn,0.0,5.69,2.59e-07
489,6414.3615,2.829746241792785e-08,147Ba,1.0,5.69,0.8929999999999999
490,291.0753,0.04876112251882272,253Cf,0.9969,5921.0,1538783.9999999998
491,7610.0,3.1371206935888658e-09,158Ce,1.0,5.69,0.09899999999999999
492,1502.1757,0.13843394934976044,89Sr,1.0,189.0,4368643.2
493,10960.0,1.7745329175856211e-09,109Zr,1.0,5.69,0.056
494,1598.1889,0.0005544147843942505,73Ga,1.0,57.1,17496.0
495,-11323.0,1.7111567419575631e-09,78Y,0.0,5.69,0.05399999999999999
496,6589.681,3.441326336603544e-08,127In,1.0,5.69,1.086
497,13907.147,8.238902831647526e-10,56Sc,1.0,5.69,0.026
498,12440.0,1.0869014120211928e-09,71Fe,1.0,5.69,0.03429999999999999
499,-7340.0,3.1688087814028947e-10,226Pu,0.0,5.69,0.009999999999999998
500,-73.1143,0.0813,244Pu,0.0,9.89,2565632.88
501,-2073.1103,0.19342915811088296,175Hf,0.0,6.02,6104160.0
502,-5581.7092,1.235835424747129e-05,183Pt,0.0,5.69,390.0
503,14464.0,4.309579942707937e-09,134In,1.0,5.69,0.13599999999999998
504,-8271.0,1.5844043907014474e-08,134Eu,0.0,5.69,0.49999999999999994
506,9729.8721,3.6029355844550915e-09,101Sr,1.0,5.69,0.1137
507,-4151.0761,0.0001249144421629021,103Ag,0.0,173.0,3941.9999999999995
508,*,3.168808781402895e-14,111Cs,0.0,5.69,1e-06
509,3850.0,6.33761756280579e-07,189Ta,1.0,5.69,20.0
510,-5275.824,1.6636246102365196e-05,143Sm,0.0,5.69,524.9999999999999
511,722.7849,0.00645037645448323,239Np,1.0,57.0,203558.4
512,12688.9049,1.6097548609526707e-08,70Co,1.0,5.69,0.508
513,-18091.0,1.7111567419575631e-09,66Se,0.0,5.69,0.05399999999999999
514,545.9674,28.91,90Sr,1.0,195.8,912330216.0
515,-5072.249,1.87,172Hf,0.0,4.04,59012712.0
517,-13628.0,1.147108778867848e-09,46Mn,0.0,5.69,0.036199999999999996
518,14720.0,6.65449844094608e-10,120Tc,1.0,5.69,0.021
519,-1210.6141,4570.0,163Ho,0.0,5.69,144218232000.0
520,16290.8166,1.4354703779755113e-10,14Be,1.0,5.69,0.004529999999999999
521,-4373.7764,9.221233553882424e-08,116I,0.0,5.69,2.9099999999999997
523,-2717.7096,9.189545466068395e-13,216Rn,0.0,5.69,2.9e-05
524,6241.6189,2.851927903262605e-07,81Ge,1.0,5.69,8.999999999999998
525,-16363.0,6.990392171774786e-09,25Si,0.0,5.69,0.2206
526,4719.9687,2.788551727634548e-07,40S,1.0,5.69,8.8
527,-5117.1423,0.0001833219256217203,95Ru,0.0,5.69,5785.200000000001
528,3436.3252,2.946992166704692e-06,113Pd,1.0,5.69,92.99999999999999
531,-1553.719,0.5092676249144421,195Au,0.0,7.24,16071263.999999998
532,-3062.4694,0.3279397672826831,75Se,0.0,1.24,10348992.0
533,2470.1402,1.0951403148528404e-05,51Ti,1.0,5.69,345.59999999999997
534,-6302.5807,9.639516313027607e-06,105In,0.0,5.69,304.20000000000005
535,21610.0,1.267523512561158e-10,47P,0.0,5.69,0.004
536,4369.4525,1.56539153801303e-07,149Ce,1.0,5.69,4.9399999999999995
537,8879.2856,2.6617993763784317e-08,73Ni,1.0,5.69,0.84
538,8339.0,1.9963495322838237e-08,162Pm,1.0,5.69,0.63
539,-5979.0781,2.3385808806753364e-08,213Ac,0.0,5.69,0.738
540,6916.2501,9.696554871092859e-07,76Ga,1.0,5.69,30.6
541,8584.4751,6.0207366846655e-09,119Rh,1.0,5.69,0.19
542,-2014.8047,1.2629705681040384,109Cd,0.0,2.61,39856320.0
543,6844.8422,6.806601262453418e-07,45Ar,1.0,5.69,21.48
544,22196.2131,4.404644206150023e-30,4H,0.0,5.69,1.3899999999999998e-22
545,-2809.285,0.00019621263974446725,202Bi,0.0,400.0,6192.0
546,7159.0,3.168808781402895e-08,224Bi,0.0,5.69,0.9999999999999999
547,3694.1465,3.770882449869445e-07,229Rn,1.0,5.69,11.9
548,-5488.0,5.070094050244632e-10,292Lv,0.0,5.69,0.016
549,-10171.0,8.080462392577382e-10,173Au,0.0,5.69,0.0255
550,4557.0175,8.777600324486018e-08,34Si,1.0,5.69,2.7699999999999996
551,-4392.8615,1.872765989809111e-06,208Fr,0.0,5.69,59.1
552,*,1.6097548609526706e-13,250No,0.0,5.69,5.08e-06
553,-376.566,898.0,251Cf,0.0,5.69,28338724800.0
554,-1478.0,0.12495550992470911,237Pu,0.0,10.3,3943296.0
555,1967.9913,8.592,154Eu,0.99982,34.5,271142899.2
556,-11340.0,5.862296245595356e-07,150Er,0.0,5.69,18.5
557,10259.0,3.802570537683474e-09,143Te,1.0,5.69,0.12
558,-8002.0,2.2181661469820265e-08,144Ho,0.0,5.69,0.7
560,-8331.6974,2.851927903262605e-07,173Ir,0.0,5.69,8.999999999999998
561,-2187.6833,0.06598220396988365,147Eu,0.0,242.0,2082240.0000000002
562,-7462.0,1.901285268841737e-15,220U,0.0,5.69,6.000000000000001e-08
563,19560.0,3.4856896595431844e-10,78Co,0.0,5.69,0.011
564,-4983.2433,3.631454863487718e-05,119I,0.0,5.69,1146.0
565,-5488.0792,8.524095621973786e-09,226U,0.0,5.69,0.26899999999999996
566,23940.0,1.267523512561158e-10,43Al,0.0,5.69,0.004
567,4820.0,9.506426344208685e-07,195W,0.0,5.69,30.0
568,10980.0,1.7111567419575631e-09,111Nb,1.0,5.69,0.05399999999999999
569,5552.9155,5.304585900068446e-06,132Sb,1.0,5.69,167.4
570,*,1.1407711613050421e-08,244Md,0.0,5.69,0.36
571,-10816.0,3.8025705376834735e-08,131Sm,0.0,5.69,1.2
572,-5449.6549,0.02781656399726215,188Pt,0.0,7.06,877824.0
573,*,1.901285268841737e-09,209Th,0.0,5.69,0.06
574,-2682.0,9.506426344208685e-07,285Cn,0.0,5.69,30.0
575,-4359.0237,3.390625396101097e-06,136Pm,0.0,5.69,106.99999999999999
576,-3624.0,8.333967095089613e-08,259Rf,0.0,5.69,2.6299999999999994
577,1566.0,5.703855806525211e-06,262Md,0.0,5.69,180.0
578,14080.0,3.168808781402895e-09,91As,0.0,5.69,0.09999999999999999
579,*,2.3766065860521713e-10,49Ni,0.0,5.69,0.0075
580,6220.8433,4.658148908662255e-08,78Zn,1.0,5.69,1.4699999999999998
582,-1242.0,4.182827591451822e-06,271Sg,0.0,5.69,132.0
583,-873.0,3.168808781402895e-08,281Mt,0.0,5.69,0.9999999999999999
584,5901.7231,3.2321849570309526e-07,75Zn,1.0,5.69,10.2
585,-4152.9106,1.7111567419575632e-06,126La,0.0,5.69,54.0
586,7355.4298,4.626460820848226e-09,146Xe,1.0,5.69,0.146
587,-6883.1037,4.277891854893908e-08,215Th,0.0,5.69,1.3499999999999999
588,5688.0,3.0737445179608077e-07,215Tl,1.0,5.69,9.7
589,-2261.9902,18.11,244Cm,0.0,5664.0,571508136.0
590,37.582,300.0,250Cm,0.0,5.69,9467280000.0
591,-3861.0,7.922021953507237e-09,262Rf,0.0,5.69,0.24999999999999997
592,3026.0244,9.506426344208685e-07,233Ra,1.0,5.69,30.0
593,5374.7776,6.369305650619819e-05,138Cs,1.0,244.0,2010.0
594,1700.0,0.0008669860825918321,256Es,1.0,5.69,27360.0
595,-4588.9724,3.97368621187923e-05,141Pm,0.0,279.0,1253.9999999999998
596,-8250.2433,3.8025705376834734e-07,143Tb,0.0,5.69,11.999999999999998
597,13436.9387,5.437675868887367e-10,13B,1.0,5.69,0.017159999999999998
598,-4600.0,7.605141075366947e-12,273Ds,0.0,5.69,0.00023999999999999998
599,14170.0,9.506426344208685e-10,108Y,1.0,5.69,0.03
600,-6908.9121,5.798920069967298e-06,195Bi,0.0,5.69,183.0
601,9969.4851,3.3874565873196946e-09,109Nb,1.0,5.69,0.1069
602,12737.0,1.6160924785154764e-09,122Rh,1.0,5.69,0.051
603,2944.2864,0.0014099931553730322,130I,1.0,47.0,44496.0
604,-7604.3264,1.3392019671964915e-08,46V,0.0,5.69,0.42262
605,*,4.531396557406139e-11,158W,0.0,5.69,0.0014299999999999998
606,-5749.2803,0.024093086926762493,206Po,0.0,5.69,760320.0
607,1427.3,0.0011419119324663472,244Am,1.0,116.6,36036.0
608,10282.9297,8.562121327350621e-08,94Rb,1.0,5.69,2.7019999999999995
609,11204.0998,6.3693056506198185e-09,108Nb,1.0,5.69,0.20099999999999998
610,17800.0,1.109083073491013e-09,49Cl,0.0,5.69,0.034999999999999996
611,-3742.8664,0.0037,53Mn,0.0,0.54,116763.12000000001
612,-9434.2436,6.33761756280579e-09,175Au,0.0,5.69,0.19999999999999998
613,11821.2318,6.33761756280579e-09,68Co,1.0,5.69,0.19999999999999998
614,10743.0,2.202322103075012e-09,119Ru,1.0,5.69,0.06949999999999999
615,13022.1957,6.971379319086369e-10,57Sc,1.0,5.69,0.022
616,2756.0638,3.815245772809085e-07,110Ru,1.0,5.69,12.039999999999997
617,5319.1425,1.3657565847846474e-07,145Ba,1.0,5.69,4.309999999999999
618,-7051.8922,2.52870940755951e-06,191Pb,0.0,5.69,79.8
619,2679.2869,9.347985905138539e-07,80Ge,1.0,5.69,29.499999999999996
620,*,1.8062210053996502e-11,219Np,0.0,5.69,0.00057
621,-4615.0152,0.0016655258955053617,211Rn,0.0,5.69,52560.0
622,-5909.4836,6.2742413871777315e-06,125Ba,0.0,5.69,197.99999999999997
623,2765.0,0.0002053388090349076,239Pa,1.0,5.69,6480.0
624,-1969.8648,5.13347022587269e-05,255Md,0.0,5.69,1620.0
625,-5991.7073,3.802570537683474e-05,191Tl,0.0,5.69,1200.0
626,-4922.5753,1.6224300960782822e-06,254No,0.0,5.69,51.199999999999996
627,-4301.0,2.978680254518721e-08,263Sg,0.0,5.69,0.94
628,-2923.0,2.218166146982026e-09,294Ts,0.0,5.69,0.06999999999999999
629,*,1.2992116003751866e-10,202Ra,0.0,5.69,0.004099999999999999
630,5372.8249,1.54384363829949e-05,74Ga,1.0,5.69,487.19999999999993
633,-4907.8397,0.0001958323826906989,201Bi,0.0,490.0,6180.0
634,10413.0962,1.774532917585621e-07,36P,1.0,5.69,5.599999999999999
635,1627.0,0.00011407711613050422,253Bk,0.0,5.69,3600.0
636,-11302.1155,6.93969123127234e-06,92Ru,0.0,5.69,218.99999999999997
637,-1619.4548,1.838923112023728e-05,62Cu,0.0,266.2,580.32
638,1598.8278,1.597079625827059e-05,162Gd,1.0,5.69,503.99999999999994
639,-6363.0084,4.6898369964762845e-07,207Fr,0.0,5.69,14.799999999999999
640,14135.0,6.407331355996653e-09,132In,1.0,5.69,0.20219999999999996
642,-7632.2404,4.3729561183359946e-08,207Ra,0.0,5.69,1.38
643,-2716.9515,0.001026694045174538,137Ce,0.0,3.94,32400.0
644,2666.1038,0.0019106776180698151,97Zr,1.0,124.6,60296.399999999994
646,-2835.9504,5.836945775344132e-05,226Th,0.0,6028.0,1841.9999999999998
647,1965.334,3.232184957030953e-06,52Ti,1.0,5.69,102.0
648,-12369.3668,6.432681826247877e-10,176Hg,0.0,5.69,0.0203
649,936.2686,180.0,158Tb,0.166,193.3,5680368000.0
650,12139.0,1.330899688189216e-09,73Co,1.0,5.69,0.042
651,-796.3695,0.00297741273100616,200Tl,0.0,495.0,93960.0
652,763.7453,3.783,204Tl,0.9708,244.03,119382400.8
653,4426.0,6.33761756280579e-08,221Bi,0.0,5.69,1.9999999999999998
654,-4656.9321,0.00011787968666818768,117Te,0.0,5.69,3719.9999999999995
656,7779.0,3.961010976753618e-09,112Mo,1.0,5.69,0.12499999999999999
657,-7060.4572,1.4006134813800796e-06,203Rn,0.0,5.69,44.2
658,-5840.8951,1.5590539204502242e-06,90Tc,0.0,5.69,49.199999999999996
659,18729.5899,1.536872258980404e-09,42P,1.0,5.69,0.048499999999999995
660,*,1.267523512561158e-06,230Am,0.0,5.69,40.0
661,-3135.3716,6.692524146322914e-06,255No,0.0,5.69,211.2
662,921.2477,7.091794052779678e-05,236Th,1.0,5.69,2238.0
663,5119.5577,1.5210282150733894e-07,161Sm,1.0,5.69,4.8
664,4063.0674,3.675818186427358e-07,165Gd,1.0,5.69,11.6
665,*,6.686186528760108e-10,238Cf,0.0,5.69,0.0211
666,-5129.6421,3.4033006312267086e-05,151Dy,0.0,5.69,1073.9999999999998
667,2137.8808,0.0002871891398585444,65Ni,1.0,128.4,9063.0
668,7595.4023,4.1194514158237636e-08,29Mg,1.0,5.69,1.3
669,-5468.3293,2.503358937308287e-07,174Ir,0.0,5.69,7.8999999999999995
670,-2379.2912,0.015307323750855579,52Mn,0.0,249.8,483062.4
671,7453.0,5.672167718711182e-09,106Zr,1.0,5.69,0.179
672,3870.0,5.2475473420031935e-06,170Ho,1.0,5.69,165.59999999999997
673,15640.0,1.5527163028874185e-09,86Ga,1.0,5.69,0.049
674,1806.014,0.0006826374629249373,145Pr,1.0,78.4,21542.4
675,-8302.8357,6.971379319086369e-09,205Ra,0.0,5.69,0.22
676,15748.0,3.9610109767536186e-10,42Si,1.0,5.69,0.012499999999999999
678,14429.7751,1.235835424747129e-10,36Mg,1.0,5.69,0.0039
679,4775.693,8.587471797601845e-07,166Tb,1.0,5.69,27.099999999999998
680,1776.0972,0.05104722792607803,86Rb,1.0,232.5,1610928.0
681,5640.0,2.28787994017289e-08,154Ce,1.0,5.69,0.722
682,-12941.0,6.65449844094608e-10,164Os,0.0,5.69,0.021
683,-7426.0,1.5527163028874185e-09,158Ta,0.0,5.69,0.049
684,3200.0,1.2358354247471289e-06,169Dy,1.0,5.69,38.99999999999999
685,11320.9428,1.4227951428498998e-09,34Mg,1.0,5.69,0.044899999999999995
686,7355.0,6.33761756280579e-07,208Au,0.0,5.69,20.0
687,-11242.0,5.070094050244632e-08,151Yb,0.0,5.69,1.5999999999999999
688,*,7.288260197226657e-11,278Nh,0.0,5.69,0.0022999999999999995
689,9243.3698,1.5748979643572388e-08,137Sb,1.0,5.69,0.497
690,-11907.5551,0.14570841889117042,7Be,0.0,5.69,4598208.0
691,4947.8903,4.262047810986893e-07,50Ca,1.0,5.69,13.449999999999998
692,-8331.2349,1.869597181027708e-08,199Rn,0.0,5.69,0.59
693,-9798.0,2.96600501939311e-06,132Nd,0.0,5.69,93.60000000000001
694,12264.0,1.7111567419575631e-09,84Zn,1.0,5.69,0.05399999999999999
695,-5673.917,3.6124420107993e-06,187Hg,0.0,5.69,114.0
696,-5927.1868,3.073744517960808e-09,208Ac,0.0,5.69,0.09699999999999999
697,-5101.834,6.71153699901133e-05,111Sn,0.0,637.0,2117.9999999999995
698,-10567.0,1.4893401272593605e-06,136Sm,0.0,5.69,46.99999999999999
699,-12126.0,6.749562704388166e-09,166Os,0.0,5.69,0.213
700,6755.0,1.4893401272593605e-06,206Au,1.0,5.69,46.99999999999999
701,2181.6932,2.015362384972241e-05,142Ba,1.0,211.0,636.0
702,15787.0,3.2004968692169236e-09,47Cl,1.0,5.69,0.10099999999999999
703,9562.2229,7.022080259588815e-09,86Ge,1.0,5.69,0.2216
704,20.7799,14.329,241Pu,1.0,5.23,452188850.40000004
705,22940.0,3.168808781402895e-11,59K,0.0,5.69,0.001
706,-17249.0,3.3589373082870686e-08,92Pd,0.0,5.69,1.06
707,13895.9838,1.9621263974446726e-08,18N,1.0,5.69,0.6192
708,7967.3036,2.5508910690293303e-08,65Fe,1.0,5.69,0.8049999999999999
709,1500.8333,1.654118183892311e-05,168Dy,1.0,5.69,521.9999999999999
710,-18601.0,1.2277549623545516e-07,22Mg,0.0,5.69,3.8745
711,-5295.442,1.1090830734910133e-08,210Ac,0.0,5.69,0.35
712,14805.4501,2.28787994017289e-10,30Ne,1.0,5.69,0.007219999999999999
713,-1656.319,4.125789033386569e-05,162Tm,0.0,1014.0,1301.9999999999998
714,2199.0,5.703855806525211e-06,224Po,0.0,5.69,180.0
715,1357.7631,0.007521332420716405,99Mo,1.0,59.9,237355.2
716,5502.2116,1.0615509417699698e-07,110Rh,1.0,5.69,3.35
717,2524.6381,0.0002855350216746521,117Cd,1.0,33.0,9010.800000000001
718,471.0621,1.8765685603467943e-05,136La,0.0,5.69,592.1999999999999
719,1261.6634,4.458513955433873e-05,239U,1.0,350.0,1406.9999999999998
720,1710.6608,0.039066392881587954,32P,1.0,694.9,1232841.6
721,-3103.0,0.0002851927903262606,239Cm,0.0,5.69,9000.0
722,6585.4546,3.32724922047304e-08,161Pm,1.0,5.69,1.05
723,-4753.6082,0.05913757700205339,178W,0.0,6.35,1866240.0
724,-2614.0,6.0207366846655e-07,281Rg,0.0,5.69,18.999999999999996
725,*,1.5844043907014473e-10,275Rg,0.0,5.69,0.004999999999999999
726,-6008.3127,1.9393109742185715e-05,141Sm,0.0,458.0,611.9999999999999
727,-3432.5558,0.000251730169594646,177W,0.0,230.0,7944.0
728,7689.6824,4.480695616903693e-08,148La,1.0,5.69,1.414
729,1036.1061,0.11605749486652978,181Hf,1.0,119.4,3662496.0
730,-1567.1715,7.922021953507237e-07,221Ra,0.0,5.69,24.999999999999996
731,*,2.661799376378432e-09,262Bh,0.0,5.69,0.084
732,-6701.4161,1.2897051740309782e-06,141Eu,0.0,5.69,40.699999999999996
733,-191.0,0.00026922199406798997,178Ta,0.0,373.0,8496.0
734,-9229.2615,1.321393261845007e-07,151Tm,0.0,5.69,4.169999999999999
735,1226.6542,1.4069510989428854e-05,226Rn,1.0,5.69,444.0
736,-10647.0,1.3942758638172738e-11,161Re,0.0,5.69,0.00043999999999999996
737,1818.8037,13.517,152Eu,0.2792,28.4,426564079.2
738,4970.4627,6.05242477247953e-07,230Fr,1.0,5.69,19.1
739,1417.5323,9.069130732375084e-06,207Tl,1.0,158.0,286.19999999999993
740,-670.1549,0.29193429158110884,88Y,0.0,359.5,9212745.6
741,10320.0,1.109083073491013e-09,128Pd,1.0,5.69,0.034999999999999996
743,-723.7709,0.0009228838694957791,176Ta,0.0,388.0,29123.999999999996
744,-5246.4542,447.0,194Hg,0.0,7.42,14106247200.0
745,3106.2907,1.5907420082642533e-06,229Fr,1.0,5.69,50.2
746,-2344.0,0.00019431135447562552,249Es,0.0,5.69,6132.0
747,2004.4299,3.361472355312191e-05,80Br,0.917,1.41,1060.8
748,*,7.922021953507237e-09,120Ce,0.0,5.69,0.24999999999999997
749,3454.0,0.0003077800593201004,150Pm,1.0,37.0,9712.8
750,7006.0,4.21451567926585e-08,167Eu,1.0,5.69,1.3299999999999998
751,-3598.0,5.640479630897152e-07,242Es,0.0,5.69,17.799999999999997
752,10003.0,1.0140188100489263e-09,116Mo,1.0,5.69,0.032
754,-4890.8833,5.41866301619895e-09,215Ac,0.0,5.69,0.17099999999999999
756,6648.0,3.485689659543184e-07,214Tl,1.0,5.69,10.999999999999998
757,-3304.0,3.8976348011255604e-11,258No,0.0,5.69,0.0012299999999999998
758,5067.2728,7.510076811924861e-05,130Sb,1.0,164.0,2370.0
759,-2948.0,0.4457221081451061,242Cm,0.0,5971.0,14065920.0
760,12319.3807,1.5273658326361954e-09,61V,1.0,5.69,0.0482
761,2674.0,3.042056430146779e-05,243U,0.0,5.69,960.0
762,-4987.4394,1.3689253935660506e-06,200At,0.0,5.69,43.199999999999996
763,-402.3347,0.27515400410677615,257Fm,0.0,5.69,8683199.999999998
764,3124.8105,5.703855806525211e-06,190Re,1.0,5.69,180.0
765,-4806.735,2.0419803787360254e-05,165Lu,0.0,5.69,644.4
766,895.8929,0.00023385808806753364,245Am,1.0,178.1,7379.999999999999
767,4778.0,4.49970846959211e-08,152Ce,1.0,5.69,1.4199999999999997
768,*,4.531396557406139e-30,10N,0.0,5.69,1.4299999999999998e-22
770,5913.0,1.3308996881892158e-05,226At,0.0,5.69,419.99999999999994
771,-7761.2089,1.2871701270058558e-05,166Hf,0.0,5.69,406.19999999999993
772,-4712.7298,1.7745329175856213e-15,219Pa,0.0,5.69,5.6000000000000005e-08
773,16144.5191,8.238902831647525e-30,10He,0.0,5.69,2.5999999999999995e-22
774,-7169.7944,7.098131670342484e-07,173Os,0.0,5.69,22.399999999999995
776,357.0219,5.5536542702867134e-05,130Cs,0.016,656.0,1752.6
777,-3015.2464,0.0026922199406799,173Hf,0.0,2.179,84960.00000000001
778,16065.0,9.506426344208685e-10,132Ag,1.0,5.69,0.03
779,-4409.0,8.238902831647526e-10,291Lv,0.0,5.69,0.026
780,-2239.4954,229000.0,81Kr,0.0,10.6,7226690400000.0
781,-2293.0,0.0876495550992471,169Yb,0.0,3.7312,2766009.6
782,-5558.7875,5.13347022587269e-05,199Bi,0.0,5.69,1620.0
783,-3878.7573,0.068,146Sm,0.0,2460.0,2145916.8000000003
784,13590.0,3.802570537683474e-10,119Mo,0.0,5.69,0.012
785,19652.0,1.267523512561158e-10,49S,0.0,5.69,0.004
786,-5583.2509,1.0076811924861206e-05,155Er,0.0,5.69,318.0
787,-10121.0,1.774532917585621e-07,143Dy,0.0,5.69,5.599999999999999
788,*,9.316297817324511e-12,166Pt,0.0,5.69,0.000294
789,-9104.7415,1.2104849544959058e-08,173Pt,0.0,5.69,0.38199999999999995
790,300.0,0.0011407711613050423,264Lr,0.0,5.69,36000.0
791,20930.0,3.1688087814028947e-10,50Cl,0.0,5.69,0.009999999999999998
792,8106.2003,1.3499125408776333e-08,101Y,1.0,5.69,0.426
793,2914.7839,2.688417370142216e-05,138Xe,1.0,74.0,848.4
794,19301.0,3.1688087814028947e-10,45P,0.0,5.69,0.009999999999999998
795,-2141.1234,2.4906837021826753e-05,136Pr,0.0,338.0,785.9999999999999
796,-3955.58,5.456688721575785e-05,189Au,0.0,5.69,1722.0
797,-18150.0,8.238902831647527e-09,27P,0.0,5.69,0.26
799,-2974.0,3.1688087814028947e-10,276Rg,0.0,5.69,0.009999999999999998
800,12812.6089,3.105432605774837e-09,131Cd,1.0,5.69,0.098
801,1194.0947,37010000000.0,176Lu,1.0,52.8,1.167946776e+18
802,-2750.0,68.9,232U,0.0,5139.0,2174318640.0
803,*,2.535047025122316e-08,237Cf,0.0,5.69,0.7999999999999999
