,Isotope,Residuals (W/g),Power density (W/g),Half life (years),Half life (log(years))
1570,92Y,-4249.643370161964,1939.3682276199772,0.00040383299110198495,-7.814509153833072
1571,129Sn,-748.7494882691012,10995.089463904807,4.2398661495170736e-06,-12.370978857728828
1572,66Ni,-49201.21667376199,167.544538769361,0.00622861054072553,-5.078601998227895
1573,180Pb,-4.405599687610001,1525004.2873005222,1.2992116003751866e-10,-22.764093310694832
1574,226Np,-5.787030735902754,1214605.1815307015,1.109083073491013e-09,-20.61973222291568
1575,185Tl,-158.0919145891236,51816.352328939734,6.179177123735644e-07,-14.296910539853254
1576,230U,-17740.68226058978,464.6438019774106,0.05538672142368241,-2.893415399451155
1577,146Tm,-3.4352160374013656,1858660.9151660616,4.911653611174487e-09,-19.131655167485846
1578,203Hg,-3492779.459361245,2.3601720162346496,0.12761122518822723,-2.0587669402461595
1579,179Lu,-13043.387731627334,631.9624093239984,0.0005236139630390143,-7.554755856906301
1580,200Pb,-490513.08781911485,16.805965218425214,0.0024526579968058406,-6.010582945845138
1581,257No,-275.67766871092243,29794.824921879153,7.763581514437092e-07,-14.068651887872274
1582,66Mn,-0.9820911315264739,4159023.0478893146,2.021700002535047e-09,-20.019327094054347
1583,15B,0.5495333593658331,18300051.44760626,3.225847339468147e-10,-21.854655273282717
1584,159Lu,-84.7646431944241,96118.42820062664,3.8342586254975023e-07,-14.774119552820261
1585,28P,0.08901178328198864,9049033.289074188,8.565290136132026e-09,-18.57554783112269
1586,82Cu,-1.4625509722480687,3347570.382070121,1.0773949856769842e-09,-20.648719759788932
1587,160Eu,-296.7171970821296,27689.239250635263,1.3499125408776332e-06,-13.515470752147632
1588,165Eu,-19.676882629766382,398684.9878021847,8.017086216949322e-08,-16.339105702683526
1589,178Pb,-4.345537468858779,1542139.1669331123,7.922021953507237e-12,-25.561374645524985
1590,213Th,-5.448986994131816,1278272.4955929907,4.563084645220169e-09,-19.20526698482909
1591,123Pr,-5.3735916303092175,1293393.6118269435,2.535047025122316e-08,-17.490468556737166
1592,145Te,-3.3549327970187415,1892925.352299102,2.376606586052171e-09,-19.857592170868784
1593,159Eu,-7482.615272713613,1101.5481687163804,3.441326336603544e-05,-10.277068504929074
1594,240Cf,-421.6605489880915,19503.97953812311,1.2770299389053664e-06,-13.57097353647032
1595,63Co,-73.37416148245327,110839.06742236656,8.524095621973786e-07,-13.975198718815163
1596,129La,-3890.894901003846,2118.136000257698,2.2054909118564147e-05,-10.721975345088536
1597,278Rg,-7.348648406419891,987412.8478924244,2.535047025122316e-10,-22.095638742725257
1598,110Xe,-2.3053377607483125,2494015.2249884782,2.9469921667046923e-09,-19.642480791251838
1599,259Fm,-20.01953400290178,392185.7971683663,4.753213172104342e-08,-16.86185989731479
1600,107I,-2.2133287031903897,2565427.7730289157,6.337617562805789e-13,-28.087103289833237
1601,273Hs,-7.198571667777183,1005487.6670085426,1.901285268841737e-09,-20.080735722182993
1602,119Ce,-2.6889827258815204,2234643.8873783913,6.33761756280579e-09,-18.876762917857057
1603,138Pr,-6.410389851312873,1112433.0655255786,2.7568636398205184e-06,-12.801416886768372
1604,62Ge,-0.8623468157910276,4426437.991644527,2.6142672446573883e-09,-19.76228199106446
1605,49Ar,-0.5539147095837537,5305029.065104747,7.478388724110832e-09,-18.71124847937948
1606,159Pm,-11.836216798841974,642211.2393567015,4.721525084290313e-08,-16.86854888546559
1607,8He,0.7590218384096094,34208754.20673115,3.786726493776459e-09,-19.39176391303353
1608,147Tb,-281.65161978983093,29165.09979728833,0.0001870864704540269,-8.583939639142647
1609,233Cm,-275.0757771824331,29859.78264072115,8.555783709787816e-07,-13.971488139418627
1610,153La,-3.8831680729623126,1688158.7067788069,7.763581514437092e-09,-18.673822073860364
1611,79Rb,-74.39684837729475,109335.64036766965,4.3539432656475775e-05,-10.04184353264066
1612,139Cs,-3350.6779668079407,2459.5330400690586,1.76249144421629e-05,-10.946197063623092
1613,118Ba,-27.395856854804475,290308.6440105376,1.6477805663295054e-07,-15.618666379835574
1614,103Sn,-31.809975499543366,251251.71761101577,2.2181661469820262e-07,-15.321414856367642
1615,204Ir,-19.91665466835754,394114.77742214565,6.33761756280579e-08,-16.57417782486301
1616,44Si,-0.3213688125268892,6238653.9025930455,1.267523512561158e-10,-22.788785923285204
1617,122Cd,-28.569547451209058,278785.555059232,1.660455801455117e-07,-15.611003507090006
1618,286Fl,-7.630625217716137,955152.4357834476,4.119451415823764e-09,-19.30754583394951
1619,194Au,-12396.716510527172,664.9258911538933,0.004337211955281771,-5.440523543918471
1620,82Rb,-6.738547582672889,1065259.677086368,2.390866225568484e-06,-12.943854820209099
1621,186Lu,-50.198173372965336,161012.8283089987,1.9012852688417367e-07,-15.475565536194901
1622,259Lr,-72.53393915928272,112105.5500804756,1.9646614444697947e-07,-15.44277571337191
1623,221At,-1323.669407439478,6223.1094435629975,4.372956118335995e-06,-12.340071320265752
1624,102Cd,-1458.8762810059152,5646.754321780925,1.0457068978629552e-05,-11.46823235096243
1625,194Pb,-5398.0468817442525,1526.8551801077147,2.0343752376606585e-05,-10.802736701732995
1626,203Au,-529.7614492235515,15531.57771932209,1.901285268841737e-06,-13.172980443200855
1627,154Pm,-1074.1978374722864,7667.019418877967,5.095444520495855e-06,-12.18716364867809
1628,98Br,-1.9430487188098897,2801028.2827968774,4.753213172104343e-10,-21.467030083302884
1629,160Re,-3.8049775000977792,1715629.8232130874,1.9361421654371688e-11,-24.667738604215636
1630,55V,-15.424706942805015,501900.13908569486,2.0724009430374932e-07,-15.389387839953848
1631,48Ni,-0.44149325002933376,5718766.077376958,8.872664587928104e-11,-23.145460867223935
1632,221Fr,-1.7203741190761763,3030304.780959717,9.12807057570918e-06,-11.604156213652052
1633,42S,-1.5506073718462827,3231999.8718848014,3.219509721905341e-08,-17.251451656266667
1634,95Rb,-2.394697930569701,2428364.1336100185,1.1968590767358733e-08,-18.24098005468668
1635,23F,-1.5853970009912048,3188509.4226825316,7.066443582528455e-08,-16.465323419950927
1636,42Cr,-0.261306593775667,6535732.659859381,4.2145156792658504e-10,-21.587316249177384
1637,73Zn,-77.58937671555387,104894.10965647864,7.763581514437092e-07,-14.068651887872274
1638,67Cu,-72087.37421504226,114.35356656046599,0.007053388090349075,-4.954247197408277
1639,188W,-18750473.058243252,0.4396455616764263,0.19101984941820668,-1.6553779326796638
1640,70Fe,-1.1022039532917534,3921390.5416395804,1.9456485917813772e-09,-20.057670449251997
1641,266Db,-55321.28957725862,149.00978903852715,0.00015210282150733895,-8.790953808526973
1642,174Os,-333.3213748436103,24657.599900370747,1.3942758638172737e-06,-13.483135371504694
1643,96Cd,-1.8829865000586676,2859383.038688479,9.506426344208685e-11,-23.076467995736984
1644,20F,-8.840496600843727,837718.159297856,3.487654320987654e-07,-14.868866255044264
1645,18C,0.45915095599816846,15241891.966823371,2.915304078890663e-09,-19.653291707356054
1646,160Pm,-6.805388366584936,1056137.4158301353,2.2973863665170987e-08,-17.588908629550417
1647,71Ni,-7.989040700472527,917068.1248113912,8.11215048039141e-08,-16.327317746931485
1648,56Ni,-9661514.527657876,0.8532370180886107,0.016632443531827516,-4.096400061404196
1649,230Np,-2752.7725265861454,2993.5525245635185,8.74591223667199e-06,-11.646924139705806
1650,134I,-492.2179338890602,16713.834053102062,9.981747661419118e-05,-9.212167273603278
1651,129Cs,-1070090.9431410057,7.70360224826902,0.0036573123431439657,-5.611026733797347
1652,231Np,-29306.607815943175,281.2772284523053,9.278272111947676e-05,-9.285250130341753
1653,206Rn,-3038.413583936368,2712.2214438350024,1.0780287474332649e-05,-11.437791325461195
1654,52Ar,-0.5616177340716136,5278860.837179489,1.2675235125611579e-09,-20.486200830291157
1655,168Eu,-4.207975613009206,1582872.7535596937,6.33761756280579e-09,-18.876762917857057
1656,218Fr,-5.546781843883224,1259177.8518995137,4.436332293964052e-11,-23.83860804778388
1657,55Sc,-0.6529202842911637,4987271.786413327,3.0420564301467792e-09,-19.61073209293726
1658,230Rn,-241.62824499765432,33976.10488059753,7.605141075366947e-07,-14.08927117507501
1659,5H,0.8498444531219445,54900154.3428188,2.7251755520064893e-30,-68.07501994102654
1660,234Ac,-458.74262396598766,17930.82100572316,1.4259639516313025e-06,-13.460662515652636
1661,116Ba,-7.429381823863839,977955.7826764754,4.1194514158237636e-08,-17.004960740955465
1662,201Fr,-5.036350103263038,1365653.5088280311,1.990011914721018e-09,-20.03512521093094
1663,35Ar,-2.2521719603336927,2534786.8438635007,5.62653687225898e-08,-16.693186611445213
1664,253Md,-7895.014989572342,1044.0155838004682,2.2815423226100844e-05,-10.688073793412855
1665,187Re,-inf,0.0,41600000000.0,24.45136600421363
1666,168Gd,-23.67323975123346,334109.4555133768,9.60149060765077e-08,-16.158762385901678
1667,81Mo,-1.4325198594245012,3388898.416223382,3.168808781402895e-11,-24.175080284405094
1668,194At,-5.392421851575171,1289583.649271254,9.062793114812279e-09,-18.519088473585242
1669,18Na,0.4594400312389998,15250042.87300522,4.119451415823763e-29,-65.35924769383043
1670,223U,-5.6969373907612795,1230945.1646371929,2.0597257079118817e-12,-26.908448293491592
1671,85Mo,-12.106962452055923,628945.3204119428,1.0140188100489264e-07,-16.104174195617276
1672,265Mt,-6.958243984536947,1035851.9687324301,6.33761756280579e-11,-23.481933103845147
1673,146Tb,0.7038487843352909,27835653.75726384,2.535047025122316e-07,-15.18788346374312
1674,149Cs,-3.483991013627093,1838443.1801899201,3.558572261515451e-09,-19.453906422660694
1675,125Pr,-18.814467759816267,416037.5539207547,1.0457068978629552e-07,-16.07340253695052
1676,274Mt,-13.75789855792924,558586.4861909116,2.6934874641924606e-08,-17.42984393492073
1677,95Rh,-1240.1495365349108,6641.877111802589,9.544452049585519e-06,-11.559550509497218
1678,117I,-675.9638902318394,12177.256154995872,4.220853296828656e-06,-12.375473247316666
1679,172Ta,-141.09161442492706,58015.82825558671,6.996729789337592e-05,-9.56748259802597
1680,188Po,-4.645848562614891,1460110.4878409253,8.555783709787816e-12,-25.484413604388855
1681,183Au,-341.09973115398924,24096.95754868905,1.3562501584404388e-06,-13.510786902835205
1682,104Mo,-270.917195661327,30316.44497136907,1.901285268841737e-06,-13.172980443200855
1683,132Pr,-512.2629193618071,16061.091475857422,2.832915050574188e-06,-12.774204323243488
1684,97In,-1.9130176220932604,2829904.8507340946,1.1407711613050422e-09,-20.591561345948982
1685,97Tc,-1464053.95005794,5.630637496706921,0.00421,-5.470292631287847
1686,197At,-6.1082216463472845,1159722.235627212,1.2301315689406037e-08,-18.213559613670185
1687,125Xe,-10209.00114551684,807.4007614245295,0.0019244809491216063,-6.253098984420878
1688,76Co,-1.2823643125466313,3611852.259395679,7.288260197226658e-10,-21.039586068475945
1689,234U,-97065764717.96779,8.492760267127146e-05,245500.0,12.411052226216713
1690,145I,-3.356430263877641,1892274.6835612268,2.8424214769183967e-09,-19.67860951534034
1691,155Tb,-8324019.213570506,0.990334296112866,0.01456536618754278,-4.229108747277256
1692,254Md,-6605.656328684979,1247.766235885991,1.901285268841737e-05,-10.87039535020681
1693,98Tc,-27135.675571377786,303.7793880592527,0.004200000000000001,-5.472670753692814
1694,134Cs,-606399241.0043534,0.013594282657392296,2.065,0.7251302264129961
