,Isotope,Residuals (W/g),Power density (W/g),Half life (years),Half life (log(years))
558,191Pb,-662.2342734962391,12429.337608835682,2.52870940755951e-06,-12.887801500967193
559,80Ge,-102.45467736960653,79682.84188431922,9.347985905138539e-07,-13.882934742077182
560,219Np,-5.576812953258835,1253428.181342895,1.8062210053996502e-11,-24.737199202558635
561,211Rn,-480491.47459110484,17.15648659440675,0.0016655258955053617,-6.397614352264464
562,125Ba,-1073.189920525028,7674.213415637376,6.2742413871777315e-06,-11.979057974728422
563,239Pa,-67102.01732517486,122.84935950179545,0.0002053388090349076,-8.490849216076635
564,255Md,-17900.689363577745,460.49076886607855,5.13347022587269e-05,-9.877143577196525
565,191Tl,-9932.126151766874,829.9061718419107,3.802570537683474e-05,-10.177248169646864
566,254No,-566.2650433365415,14532.118267941561,1.6224300960782822e-06,-13.331585473377494
567,263Sg,-14.141073434865861,544450.3478896605,2.978680254518721e-08,-17.329200409141045
568,294Ts,-7.829588247702776,933629.3457603045,2.218166146982026e-09,-19.926585042355732
569,202Ra,-5.066284093873446,1358914.711455911,1.2992116003751866e-10,-22.764093310694832
570,74Ga,-1562.1253856711019,5273.769317933749,1.54384363829949e-05,-11.07865028902727
571,201Bi,-623.9870065788997,13189.9745310864,0.0001958323826906989,-8.538251454971219
572,36P,-8.286176225402983,887724.12874147,1.774532917585621e-07,-15.544558407681853
573,253Bk,-39463.876280725766,208.88353077294923,0.00011407711613050422,-9.078635880978755
574,92Ru,-873.3090195407393,9428.660250314962,6.93969123127234e-06,-11.878253275606456
575,62Cu,-32.340238125964994,247255.66349856465,1.838923112023728e-05,-10.903745329888364
576,162Gd,-3538.8924901902756,2328.7607524466116,1.597079625827059e-05,-11.044748737351588
577,207Fr,-134.8651950977703,60674.573006747196,4.6898369964762845e-07,-14.572697824652886
578,132In,-3.097059644181488,2012068.0231596963,6.407331355996653e-09,-18.865822977818723
579,207Ra,-14.743760773394126,523608.2291701656,4.3729561183359946e-08,-16.945241506253844
580,137Ce,-277735.0036385005,29.68128939366963,0.001026694045174538,-6.881411303642535
581,97Zr,-11570.928793315314,712.3758576701254,0.0019106776180698151,-6.260297325982421
582,226Th,-16.028041999118948,484116.88786427403,5.836945775344132e-05,-9.748717788607705
583,52Ti,-229.58137872584436,35751.20742441657,3.232184957030953e-06,-12.642352192138684
584,176Hg,-4.285475250107564,1559663.4756482593,6.432681826247877e-10,-21.16445939835735
585,158Tb,-1144616116.0802999,0.007202032695523624,180.0,5.19295685089021
586,73Co,-1.1922711335318936,3760284.2882644227,1.330899688189216e-09,-20.437410666121725
587,200Tl,-9357.959928748582,880.8203862176264,0.00297741273100616,-5.816700566650106
588,204Tl,-24602849.933240708,0.33506534350040734,3.783,1.330517345650892
589,221Bi,-21.659709224054,363798.2560819806,6.33761756280579e-08,-16.57417782486301
590,117Te,-18857.848717609533,437.1190851824456,0.00011787968666818768,-9.045846058155764
591,112Mo,-2.3766743843824387,2441325.9203088023,3.961010976753618e-09,-19.346766547102792
592,203Rn,-390.8005925137624,21040.199674394447,1.4006134813800796e-06,-13.478600216339304
593,90Tc,-192.2009168926131,42668.34149455738,1.5590539204502242e-06,-13.371431381924694
594,42P,-0.2613073772357996,6535728.6001939345,1.536872258980404e-09,-20.293516486461655
595,230Am,-401.06029148246,20503.299812673104,1.267523512561158e-06,-13.57844555130902
596,255No,-2336.1817140696076,3527.1381122871903,6.692524146322914e-06,-11.914519453590849
597,236Th,-22885.809373114924,360.18837596119045,7.091794052779678e-05,-9.553987116551085
598,161Sm,-34.95779377392156,229256.63211891134,1.5210282150733894e-07,-15.69870908750911
599,165Gd,-84.42769130434853,96497.54749507076,3.675818186427358e-07,-14.816319907310637
600,238Cf,-6.147404031395486,1153364.587034002,6.686186528760108e-10,-21.125807243923074
601,151Dy,-7027.574946223,1172.864024657733,3.4033006312267086e-05,-10.288179730354146
602,65Ni,-1130.0846315117751,7288.192650993327,0.0002871891398585444,-8.155369535368175
603,29Mg,-1.1073454559659597,3911823.1307059014,4.1194514158237636e-08,-17.004960740955465
604,174Ir,-61.20646014659968,132519.39878283243,2.503358937308287e-07,-15.20046224594998
605,52Mn,-24788.77796884047,332.53878713223526,0.015307323750855579,-4.1794238885863
606,106Zr,-2.250949240048131,2535740.207039827,5.672167718711182e-09,-18.98769447856434
607,170Ho,-1221.2604483223436,6744.52217639097,5.2475473420031935e-06,-12.157749763471797
608,86Ga,-1.5826772624002872,3191867.1446289103,1.5527163028874185e-09,-20.283259986294468
609,145Pr,-9821.254734978125,839.2739672775322,0.0006826374629249373,-7.289546640306578
610,205Ra,-5.431809826019608,1281686.3250039888,6.971379319086369e-09,-18.78145273805273
611,42Si,-0.261306593775667,6535732.659859381,3.9610109767536186e-10,-21.64935164009684
612,36Mg,-0.08111993752200038,7625021.43650261,1.235835424747129e-10,-22.81410373126949
613,166Tb,-196.40834811800403,41758.93662869765,8.587471797601845e-07,-13.9677912775373
614,86Rb,-146894.97586251394,56.11836982349408,0.05104722792607803,-2.9750040370000246
615,154Ce,-6.494133055447889,1100002.1801111372,2.28787994017289e-08,-17.593055145512267
616,164Os,-3.9251019376002465,1673785.193378614,6.65449844094608e-10,-21.13055784668167
617,158Ta,-3.7449186913865744,1737345.407835989,1.5527163028874185e-09,-20.283259986294468
618,169Dy,-287.10504894346076,28613.044892015674,1.2358354247471289e-06,-13.603763359293309
619,34Mg,-0.021057920419805608,8073550.51478989,1.4227951428498998e-09,-20.370642489656884
620,208Au,-182.37632301420408,44954.346142042996,6.33761756280579e-07,-14.271592731868965
621,151Yb,-11.898044950371556,639132.7314143174,5.070094050244632e-08,-16.79732137617722
622,278Nh,-7.348648406419891,987412.8478924244,7.288260197226657e-11,-23.342171161469988
623,137Sb,-4.470487346236534,1506915.5958667635,1.5748979643572388e-08,-17.966490258308465
624,7Be,-1394544.2158616986,5.911291082764832,0.14570841889117042,-1.9261477850812658
625,50Ca,-28.893781169740762,275761.7931377633,4.262047810986893e-07,-14.668345899375108
626,199Rn,-7.647020094035015,953341.4528228382,1.869597181027708e-08,-17.79495774750533
627,132Nd,-536.2825905702678,15343.066839902553,2.96600501939311e-06,-12.72829462193941
628,84Zn,-1.52261990527707,3267857.6276159966,1.7111567419575631e-09,-20.186096237840818
629,187Hg,-925.4287210811182,8898.215816771735,3.6124420107993e-06,-12.531126557028461
630,208Ac,-5.251397665572597,1318675.1411503025,3.073744517960808e-09,-19.60036930590171
631,111Sn,-89.99944551105456,90589.15307384144,6.71153699901133e-05,-9.609097479261605
632,136Sm,-277.9852174536416,29548.385302548984,1.4893401272593605e-06,-13.417177403712897
633,166Os,-4.185377977450381,1589770.839249201,6.749562704388166e-09,-18.81378811869567
634,206Au,-421.58054996654533,19507.671850226514,1.4893401272593605e-06,-13.417177403712897
635,142Ba,-104.57420581279347,78083.11353677891,2.015362384972241e-05,-10.812126442082834
636,47Cl,-0.41293998504913243,5834333.224527552,3.2004968692169236e-09,-19.559959767563832
637,86Ge,-1.7010031211421242,3052037.4576797266,7.022080259588815e-09,-18.774206329531964
638,241Pu,-5136808468.984101,0.0016048024268775453,14.329,2.662285455734466
639,59K,-0.7718354531610563,4652555.4527812535,3.168808781402895e-11,-24.175080284405094
640,92Pd,-4.756050136289105,1432156.1667894362,3.3589373082870686e-08,-17.20905609729898
641,18N,0.19742511899614948,10271393.852651695,1.9621263974446726e-08,-17.746651962129576
642,65Fe,-2.3813953416864586,2437917.4470986784,2.5508910690293303e-08,-17.48423800698653
643,168Dy,-3801.0166148052467,2168.207962830768,1.654118183892311e-05,-11.009657417540318
644,22Mg,-3.0332287625373553,2043911.5121874432,1.2277549623545516e-07,-15.912908383201088
645,210Ac,-6.316258505830061,1126745.6846237213,1.1090830734910133e-08,-18.317147129921633
646,30Ne,0.0990667187316662,9150025.72380313,2.28787994017289e-10,-22.198225331500357
647,162Tm,-50.29343959647877,160713.78257896213,4.125789033386569e-05,-10.09566818265444
648,224Po,-1749.259180109104,4709.909705213913,5.703855806525211e-06,-12.074368154532745
649,99Mo,-96707.78746360893,85.24109251331096,0.007521332420716405,-4.890011973109645
650,110Rh,-16.674162012661295,466418.871408452,1.0615509417699698e-07,-16.05836465958598
651,117Cd,-7875.080694260664,1046.6579786368538,0.0002855350216746521,-8.161145868529116
652,136La,-3490.462354295094,2361.0630339160402,1.8765685603467943e-05,-10.883480589755465
653,239U,-235.9131169334898,34795.720919706975,4.458513955433873e-05,-10.018109948308567
654,32P,-13994.655705916337,589.0086804258011,0.039066392881587954,-3.2424926986823706
655,239Cm,-93196.2395186242,88.45286342830198,0.0002851927903262606,-8.162345149104599
656,161Pm,-9.005789325961429,823879.2993218967,3.32724922047304e-08,-17.218534841253526
657,178W,-12896504.043182423,0.6392090470583325,0.05913757700205339,-2.8278887359406895
658,281Rg,-234.56111126280098,34995.43135470601,6.0207366846655e-07,-14.322886026256516
659,275Rg,-7.258555078293059,998184.6244148872,1.5844043907014473e-10,-22.56564237197099
660,141Sm,-45.473903748160566,177380.46589989538,1.9393109742185715e-05,-10.85059272291063
661,177W,-1506.1684480328163,5469.569582481151,0.000251730169594646,-8.287152799697948
662,148La,-10.470005005983067,718706.1117005222,4.480695616903693e-08,-16.920902437948573
663,181Hf,-1368703.2923494629,6.022895336205198,0.11605749486652978,-2.153669565266263
664,221Ra,-241.70844426870332,33964.87799950273,7.922021953507237e-07,-14.048449180554755
665,262Bh,-6.870203214805923,1047439.6243704743,2.661799376378432e-09,-19.744263485561778
666,141Eu,-249.756584200334,32874.76069800697,1.2897051740309782e-06,-13.561096912974406
667,178Ta,-998.5432050884148,8247.330037430878,0.00026922199406798997,-8.219974261941235
668,151Tm,-28.61104788237665,278394.83194858045,1.321393261845007e-07,-15.839408969612245
669,226Rn,-4349.871707181954,1894.692202812605,1.4069510989428854e-05,-11.17150044299073
670,161Re,-3.835008609473391,1704973.7373546208,1.3942758638172738e-11,-24.996060836474925
671,152Eu,-562817655.6807631,0.014646951106069265,13.517,2.6039481525016908
672,230Fr,-192.80440892842796,42535.475558143604,6.05242477247953e-07,-14.317636670370371
673,207Tl,-91.54796449526046,89073.40905869174,9.069130732375084e-06,-11.610634138300606
674,88Y,-555943.0076244401,14.828044885779999,0.29193429158110884,-1.231226530868461
675,128Pd,-2.843982009714834,2144537.273640145,1.109083073491013e-09,-20.61973222291568
676,176Ta,-3255.83167885975,2531.160192448684,0.0009228838694957791,-6.988007149908354
677,194Hg,-90921727215.34846,9.066658709001467e-05,447.0,6.102558594613569
678,229Fr,-500.5104315731275,16437.47005057777,1.5907420082642533e-06,-13.351309978725272
679,249Es,-66155.4135790911,124.60715829433983,0.00019431135447562552,-8.546048765431252
680,80Br,-14841.41077784704,555.4059123157742,3.361472355312191e-05,-10.300546385991359
681,120Ce,-2.843982000078224,2144537.279016359,7.922021953507237e-09,-18.653619366542845
682,150Pm,-9706.505798377764,849.1947231608359,0.0003077800593201004,-8.08612512319319
683,167Eu,-11.34750773421814,667629.6849922652,4.21451567926585e-08,-16.982146063189294
684,242Es,-189.2872728972728,43321.67135258662,5.640479630897152e-07,-14.388126548124916
685,116Mo,-2.483608688934977,2366385.9621259216,1.0140188100489263e-09,-20.709344381605366
686,215Ac,-5.57076780031643,1254581.344152601,5.41866301619895e-09,-19.033416727902434
687,214Tl,-104.23584805367175,78334.16893102134,3.485689659543184e-07,-14.869429732624585
688,258No,-6.74802621890767,1063956.479511992,3.8976348011255604e-11,-23.96806611502077
689,130Sb,-462.201053232493,17796.94290742027,7.510076811924861e-05,-9.49667977129378
690,242Cm,-140537.27862930959,58.65706325306024,0.4457221081451061,-0.808059597062369
691,61V,-0.8318987129485536,4500010.093771557,1.5273658326361954e-09,-20.299721263348538
692,243U,-10109.67611247627,815.3324869009805,3.042056430146779e-05,-10.400391720961075
693,200At,-376.34547115172103,21846.19487779963,1.3689253935660506e-06,-13.501484510172892
694,257Fm,-96684945.14471214,0.08526211191861402,0.27515400410677615,-1.2904243231316785
695,190Re,-1483.5948402711151,5552.7356524627185,5.703855806525211e-06,-12.074368154532745
696,165Lu,-4608.129851775625,1788.5290638665472,2.0419803787360254e-05,-10.799005354120137
697,245Am,-2501.8631410304956,3293.653002393699,0.00023385808806753364,-8.360796087828438
698,152Ce,-10.818739644431522,697499.3059365365,4.49970846959211e-08,-16.916668133809786
699,10N,0.6996889062438888,27450077.1714094,4.531396557406139e-30,-67.56652260702015
700,226At,-4114.872984184724,2002.8710144145782,1.3308996881892158e-05,-11.227070294145541
701,166Hf,-2922.912777490063,2819.359989976182,1.2871701270058558e-05,-11.260479356276672
702,219Pa,-5.576812953258835,1253428.181342895,1.7745329175856213e-15,-33.965239151634215
703,10He,0.6996889062438888,27450077.1714094,8.238902831647525e-30,-66.96868560626453
704,173Os,-169.50696678571543,48347.36582579473,7.098131670342484e-07,-14.158264046561962
705,130Cs,-84.63797304884442,96260.60035696808,5.5536542702867134e-05,-9.798469326801206
706,173Hf,-1662888.26348776,4.95737321783261,0.0026922199406799,-5.91738916894719
707,132Ag,-2.964106437946947,2079551.3006722,9.506426344208685e-10,-20.773882902742937
708,291Lv,-7.7390528283259234,943301.6210081402,8.238902831647526e-10,-20.91698374638361
709,81Kr,-13612529170986.438,6.055864120096969e-07,229000.0,12.341477282536376
710,169Yb,-30885175.987279497,0.2669100035408845,0.0876495550992471,-2.434408743506303
711,199Bi,-13969.337973929301,590.0761108585427,5.13347022587269e-05,-9.877143577196525
712,146Sm,-31396.052531263875,262.5584898718445,0.068,-2.6882475738060303
713,119Mo,-2.573702015697724,2306729.1740680165,3.802570537683474e-10,-21.690173634617093
714,49S,-0.47152435940494486,5602056.565593755,1.267523512561158e-10,-22.788785923285204
715,155Er,-2136.8536147950404,3855.999607263073,1.0076811924861206e-05,-11.505273622642779
716,143Dy,-35.886755562017406,223482.99744540502,1.774532917585621e-07,-15.544558407681853
717,166Pt,-3.985164156351446,1653619.1067114095,9.316297817324511e-12,-25.39925579604855
718,173Pt,-5.206522936380665,1328209.4956444083,1.2104849544959058e-08,-18.22965967579852
719,264Lr,-411770.7264520789,20.01973950485642,0.0011407711613050423,-6.776050787984708
720,50Cl,-0.5015554687805559,5490015.43428188,3.1688087814028947e-10,-21.872495191411048
721,101Y,-2.7749001222936345,2183782.9960986665,1.3499125408776333e-08,-18.120640938135722
722,138Xe,-389.1967123912659,21126.684149940927,2.688417370142216e-05,-10.523972782732429
723,45P,-0.35139992190250036,6100017.149202089,3.1688087814028947e-10,-21.872495191411048
724,136Pr,-76.99996647602539,105686.74669327472,2.4906837021826753e-05,-10.60036821299375
725,189Au,-14102.544400534203,584.5029068525052,5.456688721575785e-05,-9.816083320435279
726,27P,0.12856646988481077,9459772.219168514,8.238902831647527e-09,-18.614398653389564
727,276Rg,-7.288586187668668,994568.0134568624,3.1688087814028947e-10,-21.872495191411048
728,131Cd,-2.937413251473338,2093649.3511192817,3.105432605774837e-09,-19.59011280573452
729,176Lu,-inf,0.0,37010000000.0,24.334453983344474
730,232U,-24198627.21719729,0.34066239726668246,68.9,4.232656178019613
731,237Cf,-11.280822897425077,671254.9124671479,2.535047025122316e-08,-17.490468556737166
732,264Sg,-6.929309041409967,1039631.9094115883,2.471670849494258e-09,-19.8183714577155
733,51K,-0.8012589373469753,4576556.167530989,1.1566152052120566e-08,-18.275182930822602
734,148Ce,-365.4402602486556,22496.334582454932,1.799883387836844e-06,-13.22778867969585
735,38Mg,-0.14118215627322248,7223704.5187919475,6.33761756280579e-11,-23.481933103845147
736,80Zn,-2.3906664819455394,2431251.4200174357,1.7815042969047075e-08,-17.84322262593266
737,147Gd,-10111.6833074553,815.1706573227972,0.0043417750399269905,-5.4394720191107515
738,42Al,-0.261306593775667,6535732.659859381,9.506426344208685e-11,-23.076467995736984
739,196W,-214.25273790346537,38297.13284637808,7.922021953507237e-07,-14.048449180554755
740,66Fe,-1.5630145497025567,3216354.2341155647,1.4798337009151519e-08,-18.028751026736195
741,81Y,-247.2789131758438,33202.830613315535,2.2308413821076383e-06,-13.01313174225896
742,277Rg,-7.3186172970442795,990977.5152133357,1.267523512561158e-10,-22.788785923285204
743,138Tb,-6.150858902298144,1152807.3496718411,2.535047025122316e-08,-17.490468556737166
744,212Fr,-11024.249969500403,747.698485008514,3.802570537683474e-05,-10.177248169646864
745,73Sr,-1.1922709844223818,3760284.5440239334,8.017086216949324e-10,-20.94427588867162
746,84Rb,-172452.7820270496,47.80157675952043,0.08985626283367557,-2.409543964968864
747,210Ra,-38.637906203905125,207971.6990254006,1.267523512561158e-07,-15.881030644303065
748,276Mt,-12.187855782273811,625087.416418068,2.2181661469820265e-08,-17.62399994936169
749,1n,-25.43505011965758,311842.1437342218,1.932339594899485e-05,-10.854193970868801
750,52K,-0.5644867206202748,5269180.358250197,3.4856896595431845e-09,-19.474599918612675
751,209Po,-43621469.14183312,0.18897947896373202,124.0,4.820281565605037
752,150Lu,-3.5046673270186055,1830004.770738882,1.4259639516313027e-09,-20.368417794634773
753,209Au,-11.553003719005448,656700.4107992679,3.168808781402895e-08,-17.267325005422958
754,112Ag,-1662.7757620295677,4954.7318137269,0.0003570613734884782,-7.937602876426693
755,93Tc,-475.75290299638465,17291.059261988656,0.0003137120693588866,-8.067034969300275
756,88Kr,-5805.213608666118,1419.7828834150384,0.00032226785306867445,-8.04012751638035
757,159Gd,-85774.83422912215,96.10588778438024,0.0021080310289755873,-6.162000928783466
758,144Tm,-3.3244797500880017,1906255.3591256526,7.288260197226658e-14,-30.249926440452125
759,152Er,-69.1387282282795,117532.25225592076,3.263873044844982e-07,-14.935181110187365
760,60Sc,-0.8018665625366675,4575012.861901565,3.1688087814028947e-10,-21.872495191411048
761,211Ra,-117.38312193439182,69634.61145757092,3.992699064567647e-07,-14.733628191465524
762,213Pb,-5649.9681115906415,1458.7876866845754,1.9393109742185715e-05,-10.85059272291063
763,108Zr,-2.2438343622135535,2541301.9835606855,2.4875148934012723e-09,-19.81198165961673
764,272Ds,-7.431960516300619,977656.7007280461,6.33761756280579e-09,-18.876762917857057
765,126Ag,-2.7839259317395615,2178574.012215364,1.6477805663295053e-09,-20.223836565823667
766,288Nh,-252.90567801966716,32467.027769253276,6.33761756280579e-07,-14.271592731868965
767,164Ho,-227.20632728597138,36123.28718960272,5.4757015742642024e-05,-9.812605056058954
768,54Zn,-0.6216799062830007,5083347.624335073,5.703855806525211e-11,-23.587293619502972
769,100Y,-4.757062142534548,1431904.414949807,2.978680254518721e-08,-17.329200409141045
770,224Ac,-95.74299212965535,85210.9544843058,0.0003171343828428017,-8.056184953276208
771,228Pu,-23.355901180215,338462.64353101,6.65449844094608e-08,-16.52538766069358
772,217Pa,-5.516750734507614,1264980.514811493,1.2041473369331e-10,-22.840079217672752
773,238Np,-462629.5552411496,17.818889404610548,0.005746748802190281,-5.159121009792313
774,37Si,-0.11935462257614747,7364567.522009606,4.468020381778082e-09,-19.226320394026924
775,172Hg,-4.165350812605112,1595934.7192679883,7.319948285040687e-12,-25.640417852865436
776,240Cm,-25946.05009575685,317.70712541938224,0.08323066392881587,-2.486139442218633
777,212Th,-5.366595189660478,1294814.9605024965,1.0045123837047177e-09,-20.718763603521857
778,185Hg,-395.3337052887513,20799.549947511325,1.5558851116688213e-06,-13.373465970622481
779,45S,-0.35145049137687845,6099788.894698575,2.1547899713539683e-09,-19.955572579228985
780,115Te,-1734.623179420937,4749.62699091513,1.1027454559282074e-05,-11.415122525648481
781,218Ra,-5.546781843883224,1259177.8518995137,8.210383552614901e-13,-27.82820656881321
782,124Ba,-3546.6402081013653,2323.674954469925,2.0914137957259105e-05,-10.775085170402484
783,196Os,-17783.86367481609,463.5156529599241,6.635485588257661e-05,-9.620493613992474
784,81Ni,-1.4325198596492628,3388898.415910252,9.506426344208685e-10,-20.773882902742937
785,226Fr,-477.2949531969909,17235.311901023586,1.536872258980404e-06,-13.385761207479518
786,162Yb,-7976.1217554424475,1033.4006364402533,3.587725302304358e-05,-10.235407083820396
787,143Eu,-963.9419148544074,8543.066242779414,4.924328846300098e-06,-12.221322567489409
788,189Hf,-5.894702372445257,1195637.208646031,1.267523512561158e-08,-18.18361573729711
789,114In,-745.4740771556011,11043.33419111788,2.2783735138286816e-06,-12.992048740695955
790,140Xe,-83.61222853840134,97427.55676615074,4.3095799427079365e-07,-14.65725521268095
791,209Hg,-59.242778215629855,136839.01943447956,1.9963495322838236e-07,-15.42677537202547
792,50Ar,-0.5037294915977165,5482078.222910165,3.3589373082870684e-09,-19.511641190293027
793,100In,-24.88147527324129,318512.08681131824,1.780870535148427e-07,-15.540993341517357
794,182Os,-526515.2937008396,15.656804542728,0.002491444216290212,-5.99489273010205
795,223Am,-5.6969373907612795,1230945.1646371929,3.1688087814028947e-10,-21.872495191411048
796,140Te,-3.881928295747713,1688587.4186673274,1.112251882272416e-08,-18.314294060939226
797,41Ti,-0.23153542073109878,6693727.651082776,2.595254391968971e-09,-19.769581293546068
798,45Cr,-0.3514153306580731,6099947.597176809,1.929804547874363e-09,-20.06584710968924
799,23Ne,-36.36610389616963,220616.06213862333,1.1772124622911754e-06,-13.652361234259187
800,158Eu,-549.1729636337782,14983.583788975373,8.726899383983572e-05,-9.346515326134355
801,211Fr,-1702.5319502442567,4839.100727082713,5.893984333409384e-06,-12.041578331709754
802,88Ru,-6.141772170870102,1154274.1075750783,4.753213172104342e-08,-16.86185989731479
803,146Cs,-3.9591455243308746,1662294.9777518173,1.019088904099171e-08,-18.40177174710028
804,165Sm,-8.772991929950019,843504.5028301558,3.105432605774837e-08,-17.287527712740474
805,81Zr,-19.54341391206167,401275.2084109821,1.742844829771592e-07,-15.56257691318453
806,108Mo,-5.960613189636296,1184315.5874987438,3.5015337034501986e-08,-17.16747967045324
807,242Pu,-148368214297.8671,5.5561514560188125e-05,375000.0,12.834681304952548
808,266Hs,-6.9882750939125575,1031957.7883988495,9.506426344208685e-11,-23.076467995736984
809,150Cs,-3.505532024546217,1829653.5579204725,2.566735112936345e-09,-19.780631129732654
810,284Rg,-741.5431112290081,11101.796750078816,1.901285268841737e-06,-13.172980443200855
811,172Pt,-4.169608109086653,1594620.4286831438,3.092757370649225e-09,-19.594202790986046
812,187Pb,-124.9783111831319,65436.36457431256,4.8165893477324e-07,-14.546029577570724
813,137Pr,-403.2622162534204,20391.622980337997,0.0001460187086470454,-8.831775803047229
814,58Ti,-0.7418102014996845,4732756.009775333,1.7428448297715922e-09,-20.167747099172622
815,95Sr,-98.80444850718834,82597.14694422543,7.573452987552918e-07,-14.093446546485492
816,117Ag,-373.84612574056155,21991.85781298737,2.3322432631125302e-06,-12.968679979688126
817,214Ac,-78.28658934722505,103971.71535445965,2.5984232007503735e-07,-15.163190851152748
818,105Ru,-7645.228626293626,1078.121398396053,0.0005063883185033082,-7.588206755126857
819,30Al,-4.17000809683218,1594497.0577679938,1.1471087788678479e-07,-15.980850979585277
820,183Hg,-76.31053921621013,106629.22264687998,2.978680254518721e-07,-15.026615316146998
821,158Pr,-3.8502607698486035,1699612.2662685064,5.735543894339239e-09,-18.976583253139268
822,167Ho,-6293.039637823374,1309.7411477196279,0.0003536390600045631,-7.947233769487654
823,155Tm,-146.39441122943117,55928.597497525545,6.844626967830253e-07,-14.194631690732837
824,48S,-0.44149325002933376,5718766.077376958,3.1688087814028947e-10,-21.872495191411048
825,181Pt,-409.5056482843713,20081.484221929677,1.6477805663295053e-06,-13.316081286841529
826,130Te,-inf,0.0,7.91e+20,48.11982964166047
827,213Rn,-5.39662629700517,1288736.0174370606,6.179177123735645e-10,-21.20466581883539
828,142Ho,-4.180146756017071,1591376.2847471824,1.267523512561158e-08,-18.18361573729711
829,157Yb,-263.9271020625367,31116.3434577173,1.2231601896215173e-06,-13.614072728952172
830,90As,-1.702935177868197,3049855.8628169945,2.218166146982026e-09,-19.926585042355732
831,211At,-229.1568811345326,35817.14636729476,0.0008229523157654575,-7.102612298497407
832,230Pu,-1048.773818848993,7852.7036500816275,3.3272492204730394e-06,-12.613364655265432
833,8Be,0.7597511249951111,34312596.46426175,2.595254391968971e-24,-54.30835768845675
834,61Co,-688.3928239383828,11957.714691518775,0.00018811316449920146,-8.578466837401292
835,203Po,-19.47460376260475,402623.79651477473,6.977716936649174e-05,-9.57020368814033
836,227Ac,-6757313593.35697,0.0012199467412493349,21.772,3.0806247405719533
837,38Ca,-0.4439398618398825,5709076.19970515,1.4060004563084644e-08,-18.07993162602023
838,235Cm,-4278.779430457566,1926.1653159901903,1.3308996881892158e-05,-11.227070294145541
839,45V,-0.8811896284080799,4382100.865616387,1.7333384034273835e-08,-17.87063148198311
840,148Tb,-23085.172685958158,357.07792760510915,0.00011407711613050422,-9.078635880978755
841,143Pr,-131170.5147871928,62.84567737446371,0.037152635181382614,-3.2927205767840313
842,174Lu,-25314310.72952741,0.3256483046868726,3.31,1.1969481893889715
843,177Hg,-4.329755916865189,1546705.482881521,3.707506274241387e-09,-19.412906349607336
844,38P,-0.7253097213557721,4778019.040290175,2.0280376200978526e-08,-17.713612108051375
845,82Zn,-1.5136213945305723,3279556.227908034,5.63731082211575e-09,-18.993858689733305
846,128In,-5.716164323045929,1227421.2336866972,2.5857479656247622e-08,-17.470665929440987
847,201Rn,-63.027233741827345,128750.88016882897,2.2181661469820262e-07,-15.321414856367642
848,110Sb,-113.13339794996881,72227.43602752667,7.478388724110832e-07,-14.106078293391391
849,32Na,0.03900449998044415,8578149.116065437,4.0877633280097345e-10,-21.617852973037465
850,202Fr,-6.180393456810656,1148065.5967698449,1.1787968666818769e-08,-18.256186430131947
851,52Co,-0.564776076873432,5268205.988621081,3.5395594088270337e-09,-19.45926357832994
852,184Yb,-57.61199506714542,140646.34192355775,2.2181661469820262e-07,-15.321414856367642
853,192Ir,-14307532.172389727,0.5761693927045236,0.2021081451060917,-1.5989523530289564
854,178Tm,-78.82344726951442,103272.44664343049,3.168808781402895e-07,-14.96473991242891
855,259No,-39053.238436476175,211.07984764430154,0.00011027454559282074,-9.112537432654436
856,35Mg,-0.05108882814638914,7842879.191831257,3.5807539229852715e-10,-21.750277558686797
857,288Cn,-128.15254389674243,63828.109383786905,3.168808781402895e-07,-14.96473991242891
858,89Zr,-15648.452978556968,526.7636325902909,0.00893908281998631,-4.717322287902414
859,153Yb,-29.201658313328817,272950.6642818188,1.330899688189216e-07,-15.832240480133633
860,83Cu,-1.4925820781757344,3307238.2134228037,6.65449844094608e-10,-21.13055784668167
861,202Pt,-1386286.8330101564,5.9465015148663,0.005019393109742185,-5.294446247060494
862,210Po,-116685.7296000427,70.64695983246237,0.37885284052019164,-0.9706074328891866
863,58V,-0.7892950563926755,4607156.695360867,6.052424772479529e-09,-18.922806856358463
864,188Re,-423469.17007158627,19.466690410902068,0.0019398813597992241,-6.245128462519596
865,160W,-3.807150751718468,1714854.208823947,2.8519279032626053e-09,-19.67527061407483
866,205Pt,-20.019187289280858,392192.2663127694,6.33761756280579e-08,-16.57417782486301
867,159W,-3.774946390722168,1726419.9478873836,2.5984232007503733e-10,-22.070946130134885
868,115Xe,-90.42213751348442,90170.31239090994,5.70385580652521e-07,-14.37695324752679
869,169Ta,-2154.2209742823147,3824.9269088431683,9.316297817324511e-06,-11.583745238084274
870,176W,-68629.60316015841,120.11496795093282,0.0002851927903262606,-8.162345149104599
871,156Er,-7909.155366238691,1042.1492773985121,3.707506274241387e-05,-10.202565977631155
872,39Ar,-371633030.1041023,0.02218199677930786,268.0,5.5909869805108565
873,213Ra,-1513.809382726093,5441.980220772248,5.1905087839379415e-06,-12.168678834003988
874,134Sb,-5.264035245152054,1316014.7375313037,2.135777118665551e-08,-17.661850173492788
875,21Na,-19.747414709165135,397329.63429867895,7.1155601186402e-07,-14.155811698883255
876,38Cl,-48.8315220971065,165428.6755072706,7.078485055897786e-05,-9.55586555531623
